"","detected_language","forwarded_from","insect","ulez","climate_lockdown","fifteen_minutes","name","platform_id","category","platform","url","screenname","country","influencer","public","chat","notes","source","id1","raw_channel_info_id","channel","platform_id2","scraper","platform3","transformer","screenname4","name5","description","description_url","description_location","followers","following","verified","date_created","date_archived","date_transformed"
"1459","it",1540,1,1,NA,NA,"Alpha & Omega",1339104613,"forwarded","Telegram","https://t.me/s/alpha2020omega","alpha2020omega","","","","","","TelegramTelethonTransformer 0.0.1",28453,35128,1540,1339104613,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","alpha2020omega","Alpha & Omega","Posso solo indicarti la soglia ma devi essere tu ad attraversarla .    ⍺   Ω",NA,NA,2966,-1,"false","18/06/19 05:29","10/06/22 10:36","10/06/22 12:14"
"1460","it",1548,2,NA,NA,1,"Patrizia Rametta",1236466378,"","Telegram","https://t.me/s/PatriziaRametta","PatriziaRametta","","","true","false","","snowball_it",28461,35136,1548,1236466378,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","PatriziaRametta","Patrizia Rametta","Contro le censure e i ban proviamo anche il canale. Ma non si molla",NA,NA,1043,-1,"false","12/09/20 19:24","10/06/22 10:36","10/06/22 12:14"
"1461","it",1599,2,NA,1,NA,"FRI / MILIONE - canale",1397575415,"","Telegram","https://t.me/s/ilmilione","ilmilione","","","true","false","","snowball_it",28502,35177,1599,1397575415,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","ilmilione","FRI / MILIONE - canale","Le news di Federazione Rinascimento Italia (FRI), l'associazione civica che protegge gli associati contro abusi e soprusi, tutelando diritti e libertà costituzionali. Diventeremo presto un milione di italiani e cambieremo tutto. www.rinascimentoitalia.it",NA,NA,14848,-1,"false","05/08/20 10:16","10/06/22 10:37","10/06/22 12:14"
"1462","it",1631,2,NA,NA,NA,"𝐍𝐄𝐖𝐒 𝐖𝐨𝐫𝐥𝐝 𝐎𝐫𝐝𝐞𝐫",1493630806,"","Telegram","https://t.me/s/NewsWorldOrder","newsworldorder","","","true","false","","snowball_complete",28528,35203,1631,1493630806,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","NewsWorldOrder","𝐍𝐄𝐖𝐒 𝐖𝐨𝐫𝐥𝐝 𝐎𝐫𝐝𝐞𝐫","Si consiglia di aprire i link con il browser Google Chrome in modo da sfruttare la traduzione automatica integrata",NA,NA,10446,-1,"false","16/07/20 10:52","10/06/22 10:37","10/06/22 12:14"
"1463","it",1683,2,NA,1,1,"MikaYoutubers",1341776037,"","Telegram","https://t.me/s/MIKAYOUTUBERS","MIKAYOUTUBERS","","","true","false","","snowball_complete",97168,97173,1683,1341776037,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","MIKAYOUTUBERS","MikaYoutubers","L'UNIONE💪FA❤SEMPRE💪LA❤FORZA!
⚠️GRUPPO RESISTENZA, CONOSCERSI!
⚠️FAI IL TUO ANNUNCIO, MANDACI I TUOI VIDEO!
⚠️NEWS EDUCAZIONE PARENTALE, SALUTE, LAVORO, INIZIATIVE, ECC. ⚠️TUTELARSI! DIFFIDE.
⚠️ORGANIZZA/PROPONI LE TUE INIZIATIVE.",NA,NA,9327,-1,"false","19/10/20 17:48","18/09/22 21:08","20/09/22 08:00"
"1464","it",1736,6,NA,2,7,"༺ALFA OMEGA CHANNEL༻",1480437026,"forwarded","Telegram","https://t.me/s/alfaomegachannel","alfaomegachannel","","","","","","TelegramTelethonTransformer 0.0.1",28613,35288,1736,1480437026,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","alfaomegachannel","༺ALFA OMEGA CHANNEL༻","⭐ News, Riflessioni e Momenti di Relax


🟩 PER SUPPORTARE IL CANALE:

https://paypal.me/AlfaOmegaChannel

🟩 🟩 IL MIO LIBRO 🟩 🟩 :

    LETTERE E PENSIERI

https://amzn.to/3CR6DLs

 🔥🔥🔥
https://numero6.org/i/alfa-omega/?aff=alfaomegachannel",NA,NA,6163,-1,"false","28/02/20 07:09","10/06/22 10:39","10/06/22 12:14"
"1465","it",1850,NA,NA,3,NA,"Matteo Brandi - Canale",1467363878,"","Telegram","https://t.me/s/MatBrandi","MatBrandi","","","true","false","","snowball_it",80026,80031,1850,1467363878,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.3","MatBrandi","Matteo Brandi - Canale Ufficiale","Canale di Matteo Brandi con le ultime novità",NA,NA,20441,-1,"false","09/12/19 10:12","29/08/22 21:00","29/08/22 23:00"
"1466","it",1867,7,NA,3,NA,"Apri la tua mente ... Iveta Semetkova Official",1427418932,"","Telegram","https://t.me/s/ivetasemetkova","ivetasemetkova","","","true","false","","snowball_complete",93338,93343,1867,1427418932,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","ivetasemetkova","Apri la tua mente ... Iveta Semetkova Official","La decisione di aprire un canale qui è stata presa dopo che Youtube ha cancellato il mio canale, quindi caricherò qui tutti i miei video, censurati , sopravissuti ... e nuovi. Iveta Semetkova",NA,NA,8373,-1,"false","03/11/20 12:34","16/09/22 21:09","17/09/22 08:00"
"1467","it",2031,5,1,NA,NA,"Giuseppe 🌶 Masala Chili",1285109582,"","Telegram","https://t.me/s/giuseppemasala","giuseppemasala","","","true","false","","snowball_complete",95301,95306,2031,1285109582,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","giuseppemasala","Giuseppe 🌶 Masala Chili","Lettore appassionato e scrittore incostante. Topografo degli abissi. Diversamente inabile. A volte manniano tendenza Giuseppe a volte céliniano tendenza Bardamu.",NA,NA,13037,-1,"false","15/12/20 23:46","17/09/22 21:09","20/09/22 08:00"
"1468","it",2038,7,7,NA,1,"Libertà e verità",1437021974,"forwarded","Telegram","https://t.me/s/liberta_e_verita","liberta_e_verita","","","","","","TelegramTelethonTransformer 0.0.1",28869,35544,2038,1437021974,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","liberta_e_verita","Libertà e Verità","Questo è un canale d'informazione 📰 libera e veritiera, apolitico ed apartitico.

Accendi 💡 la mente e falla funzionare ⚙️.

La mente 🧠 è come un paracadute 🪂, funziona solo se si apre.

No discriminazione, no violenza, no spam.

✉️ info pvt: @libver",NA,NA,14708,-1,"false","11/11/20 02:56","10/06/22 10:43","10/06/22 12:14"
"1469","it",2079,9,2,1,17,"Buffonate di Stato",1175496525,"","Telegram","https://t.me/s/buffonatedistato","buffonatedistato","","","true","false","","snowball_it",372864,366782,2079,1175496525,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.4","buffonatedistato","Buffonate di Stato","Canale di informazione e satira/parodia.
Per contattarci
BuffonateDiStato@gmail.com",NA,NA,86789,-1,"false","14/11/20 08:23","27/05/23 21:21","01/06/23 08:02"
"1470","it",2133,7,4,2,2,"In Telegram Veritas",1353898111,"","Telegram","https://t.me/s/In_Telegram_Veritas","In_Telegram_Veritas","","","true","false","","snowball_complete",28947,35622,2133,1353898111,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","In_Telegram_Veritas","In Telegram Veritas","""Dubitando Ad Veritatem Pervenimus"" (Cicerone)

Veritas Numquam Perit.

📆 Since 31 October 2020",NA,NA,22050,-1,"false","31/10/20 22:13","10/06/22 10:44","10/06/22 12:14"
"1471","it",2175,2,NA,NA,NA,"Epoch Times Italia",1340162447,"forwarded","Telegram","https://t.me/s/epochtimesita","epochtimesita","","","","","","TelegramTelethonTransformer 0.0.1",28981,35656,2175,1340162447,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","epochtimesita","Epoch Times Italia","Il sito italiano di The Epoch Times. Qui puoi trovare notizie e analisi sul mondo fondate sui valori in cui crediamo fermamente: Verità e Tradizione",NA,NA,2714,-1,"false","25/10/20 14:11","10/06/22 10:45","10/06/22 12:14"
"1472","it",2227,3,NA,NA,NA,"Bolgan Loretta",1204405445,"","Telegram","https://t.me/s/BolganLoretta","BolganLoretta","","","true","false","","snowball_complete",29022,35697,2227,1204405445,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","BolganLoretta","Bolgan Loretta","Divulgazione associata a studiesalute.it
Mi scuso con tutti coloro che mi stanno contattando via mail, ma purtroppo non mi è più possibile rispondere a causa del numero eccessivo di messaggi.",NA,NA,58982,-1,"false","09/01/21 18:55","10/06/22 10:45","10/06/22 12:14"
"1473","it",2251,5,2,NA,NA,"Info Nesh🇮🇹",1489292361,"","Telegram","https://t.me/s/infonesh","infonesh","","","true","false","","snowball_it",29040,35715,2251,1489292361,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","infonesh","Info Nesh🇮🇹","Informazioni generiche su politica e attualità",NA,NA,13428,-1,"false","12/11/20 17:15","10/06/22 10:46","10/06/22 12:14"
"1474","it",2252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","it",2294,2,NA,NA,NA,"Io leggo Blondet & Friends",1272270169,"forwarded","Telegram","https://t.me/s/IoLeggoBlondetAndFriends","IoLeggoBlondetAndFriends","","","","","","TelegramTelethonTransformer 0.0.1",29077,35752,2294,1272270169,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","IoLeggoBlondetAndFriends","Io leggo Blondet & Friends","Raccolta di articoli dal Sito Ufficiale:
https://www.maurizioblondet.it/ 
Iniziativa spontanea e disinteressata di uno dei tanti estimatori del grande Uomo Maurizio Blondet.

Contatti: 
@BlondetAndFriendsBot

IL CANALE NON E' GESTITO DA MAURIZIO BLONDET",NA,NA,7698,-1,"false","16/10/20 22:25","10/06/22 10:46","10/06/22 12:14"
"1476","it",2299,1,NA,NA,NA,"MATRIX 2020 ☀️ 🇮🇹",1395298135,"forwarded","Telegram","https://t.me/s/unionedipaceserena","unionedipaceserena","","","","","","TelegramTelethonTransformer 0.0.1",29082,35757,2299,1395298135,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","unionedipaceserena","MATRIX 2020 ☀️ 🇮🇹","Il libero arbitrio è un concetto filosofico e teologico secondo il quale ogni persona ha la facoltà di scegliere gli scopi del proprio agire e pensare, tipicamente perseguiti tramite volontà, Addio libertà: nel mondo cresce la popolazione senza diritti",NA,NA,31419,-1,"false","22/03/20 12:06","10/06/22 10:46","10/06/22 12:14"
"1477","it",2318,9,NA,NA,NA,"KDF info",1398050822,"forwarded","Telegram","https://t.me/s/kdf_info","kdf_info","","","","","","TelegramTelethonTransformer 0.0.1",29101,35776,2318,1398050822,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","kdf_info","KDF info","Il risveglio dei rincoglioniti",NA,NA,3882,-1,"false","24/10/20 17:15","10/06/22 10:47","10/06/22 12:14"
"1478","it",2332,1,NA,NA,NA,"Sapere è un Dovere",1365598387,"forwarded","Telegram","https://t.me/s/sapereeundovere","sapereeundovere","","","","","","TelegramTelethonTransformer 0.0.1",29114,35789,2332,1365598387,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","sapereeundovere","Sapere è un Dovere","",NA,NA,14547,-1,"false","20/06/19 16:47","10/06/22 10:52","10/06/22 12:14"
"1479","it",2337,NA,9,NA,NA,"Andrea Colombini Official Channel",1437761372,"forwarded","Telegram","https://t.me/s/andreacolombini","andreacolombini","","","","","","TelegramTelethonTransformer 0.0.1",29119,35794,2337,1437761372,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","andreacolombini","Andrea Colombini Official Channel","",NA,NA,69409,-1,"false","02/01/21 03:17","10/06/22 10:52","10/06/22 12:14"
"1480","it",2371,1,NA,NA,1,"❌NO❌ Grande Reset 💠SI💠 Grande Risveglio",1452921805,"forwarded","Telegram","https://t.me/s/nograndereset","nograndereset","","","","","","TelegramTelethonTransformer 0.0.1",29144,35819,2371,1452921805,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","nograndereset","❌NO❌ Grande Reset 💠SI💠 Grande Risveglio","",NA,NA,2581,-1,"false","19/11/20 18:55","10/06/22 10:52","10/06/22 12:14"
"1481","it",2416,NA,1,NA,NA,"TrudyETrue 🌵☀️",1306404438,"","Telegram","https://t.me/s/TrudyETrue","TrudyETrue","","","true","false","","snowball_it",83918,83923,2416,1306404438,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","TrudyETrue","𝕋𝕣𝕦𝕕𝕪𝔼𝕋𝕣𝕦𝕖 🌵🍊🐻","“Più censuri la verità, più la diffondi.”",NA,NA,1130,-1,"false","11/01/21 21:39","04/09/22 21:01","08/09/22 08:00"
"1482","it",2433,NA,1,NA,NA,"Francesco Filini",1293440134,"forwarded","Telegram","https://t.me/s/filinichannel","filinichannel","","","","","","TelegramTelethonTransformer 0.0.1",29193,35868,2433,1293440134,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","filinichannel","Francesco Filini","Canale di divulgazione su politica, economia e cultura. Libero dalla censura di Facebook",NA,NA,1594,-1,"false","04/10/19 17:27","10/06/22 10:53","10/06/22 12:14"
"1483","it",2520,1,NA,NA,NA,"CanaleMontesano di Enrico Montesano",1419880464,"forwarded","Telegram","https://t.me/s/canalemontesano","canalemontesano","","","","","","TelegramTelethonTransformer 0.0.1",29275,35950,2520,1419880464,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","canalemontesano","CanaleMontesano di Enrico Montesano","Il canale Telegram ufficiale di CanaleMontesano a cura di Enrico Montesano",NA,NA,43245,-1,"false","18/01/21 18:36","10/06/22 10:54","10/06/22 12:14"
"1484","it",2726,1,NA,NA,NA,"NOVAX ZONE ITALIA 🚑",1420210674,"forwarded","Telegram","https://t.me/s/novaxzoneitalia","novaxzoneitalia","","","","","","TelegramTelethonTransformer 0.0.1",28232,34907,2726,1420210674,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","novaxzoneitalia","NOVAX ZONE ITALIA 🚑","Un canale per condividere risorse sul rischio vaccinale, contro la dittatura sanitaria. Senza censure. Non per decidere ma per essere consapevoli.",NA,NA,5803,-1,"false","11/09/19 14:34","10/06/22 10:32","10/06/22 12:14"
"1485","it",2735,NA,1,NA,NA,"CasaDelSoleTV",1285098115,"forwarded","Telegram","https://t.me/s/CASADELSOLETV","CASADELSOLETV","","","","","","TelegramTelethonTransformer 0.0.1",28293,34968,2735,1285098115,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","CASADELSOLETV","CasaDelSoleTV","La crisi è entrata in una fase potenzialmente non umana. Occorre un nuovo sapere, autonomo e circolare, rispetto all’egemonia culturale dominante. Oggi, dalle idee di Giulietto Chiesa, sorge La Casa del Sole, per ripartire da un nuovo giro intorno al Sole",NA,NA,7047,-1,"false","04/08/20 11:14","10/06/22 10:33","10/06/22 12:14"
"1486","it",2818,1,NA,NA,NA,"L'AntiDiplomatico",1154851627,"","Telegram","https://t.me/s/lantidiplomatico","lantidiplomatico","","","true","false","","snowball_complete",93249,93254,2818,1154851627,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","lantidiplomatico","L'AntiDiplomatico","1° in Politica Internazionale",NA,NA,84540,-1,"false","09/01/18 14:55","16/09/22 21:07","17/09/22 08:00"
"1487","it",2865,1,NA,NA,NA,"truthfree",1258240986,"","Telegram","https://t.me/s/truth_free","truth_free","","","true","false","","snowball_complete",29491,36166,2865,1258240986,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","truth_free","truthfree","“Noi sosteniamo che queste verità sono per sé evidenti: che tutti gli uomini sono creati uguali; che sono dotati dal Creatore di certi diritti inalienabili, tra i quali sono la vita, la libertà e la ricerca della felicità"".
Thomas Jefferson",NA,NA,915,-1,"false","09/01/21 08:20","10/06/22 11:01","10/06/22 12:14"
"1488","it",2884,1,NA,NA,NA,"Paolo Borgognone",1425534702,"forwarded","Telegram","https://t.me/s/paolo_borgognone","paolo_borgognone","","","","","","TelegramTelethonTransformer 0.0.1",29509,36184,2884,1425534702,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","paolo_borgognone","Paolo Borgognone","",NA,NA,10446,-1,"false","30/01/21 20:19","10/06/22 11:01","10/06/22 12:14"
"1489","it",2919,2,NA,NA,NA,"Marco Rizzo",1461938766,"forwarded","Telegram","https://t.me/s/MarcoRizzoUfficiale","MarcoRizzoUfficiale","","","","","","TelegramTelethonTransformer 0.0.1",29538,36213,2919,1461938766,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","MarcoRizzoUfficiale","Marco Rizzo","",NA,NA,4166,-1,"false","30/01/21 15:56","10/06/22 11:02","10/06/22 12:14"
"1490","it",2993,NA,1,NA,NA,"ItalyQanons",1435924810,"explicit_qanon","Telegram","https://t.me/s/ItalyQanons","ItalyQanons","[u'IT']","","true","false","","researcher",52375,52380,2993,1435924810,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.3","ItalyQanons","ItalyQanons","I'm on GAB https://gab.com/ItalyQanons",NA,NA,14833,-1,"false","11/01/21 23:11","14/07/22 01:36","14/07/22 02:15"
"1491","it",3156,NA,1,NA,NA,"UNITI CON MARIANO AMICI Il MEDICO DEL POPOLO",1255586716,"forwarded","Telegram","https://t.me/s/UNITICONILDOTTORMARIANOAMICI","UNITICONILDOTTORMARIANOAMICI","","","","","","TelegramTelethonTransformer 0.0.1",29767,36442,3156,1255586716,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","UNITICONILDOTTORMARIANOAMICI","UNITI CON MARIANO AMICI Il MEDICO DEL POPOLO","PER SOSTENERE E AFFIANCARE IL CORAGGIO DI QUESTO MEDICO",NA,NA,2483,-1,"false","02/02/21 16:34","10/06/22 11:06","10/06/22 12:14"
"1492","it",3241,8,2,3,4,"Il 🅥🅘🅡🅤🅢 è lo 🅢🅣🅐🅣🅞",1393406498,"","Telegram","https://t.me/s/ilviruselostato","ilviruselostato","","","true","false","","snowball_complete",29840,36515,3241,1393406498,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","ilviruselostato","Il 🅥🅘🅡🅤🅢 è lo 🅢🅣🅐🅣🅞","“L'anarchia è una forma di governo o di costituzione nella quale la coscienza pubblica e privata, formata dallo sviluppo della scienza e del diritto, basta da sola a mantenere l'ordine ed a garantire tutte le libertà.""

Pierre-Joseph Proudhon",NA,NA,7095,-1,"false","21/01/21 18:33","10/06/22 11:07","10/06/22 12:14"
"1493","it",3243,NA,NA,NA,1,"IL CLAN DI EDO - 'INCHIESTE E MISTERI (GRUPPO DI RICERCA)",1160299734,"","Telegram","https://t.me/s/misteridelclan","antivirusclan","","","true","false","","snowball_complete",29842,36517,3243,1160299734,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","misteridelclan","IL CLAN DI EDO - 'INCHIESTE E MISTERI (GRUPPO DI RICERCA)","Qui siete liberiiii!!   (ma sempre responsabili personalmente per i vostri post, quindi rispettate la legge.)",NA,NA,28043,-1,"false","22/01/21 13:26","10/06/22 11:07","10/06/22 12:14"
"1494","it",3248,NA,1,NA,NA,"Comicost Channel",1191612855,"forwarded","Telegram","https://t.me/s/comlibcost","comlibcost","","","","","","TelegramTelethonTransformer 0.0.1",29846,36521,3248,1191612855,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","comlibcost","Comicost Channel","Comitato per le libertà costituzionali",NA,NA,25940,-1,"false","07/07/20 17:31","10/06/22 11:07","10/06/22 12:14"
"1495","it",3258,1,NA,NA,NA,"I Feel Good - CONTROINFORMAZIONE",1367652846,"forwarded","Telegram","https://t.me/s/controinf","controinf","","","","","","TelegramTelethonTransformer 0.0.1",29855,36530,3258,1367652846,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","controinf","I Feel Good - CONTROINFORMAZIONE","Il meglio della controinformazione selezionato per te!

Canale di controinformazione di I FEEL GOOD

Scarica Corsi e Ebook gratis su: 
https://www.ifeelgood.it/blog/ebook-omaggi
Iscriviti per sostenere il nostro lavoro su:
https://www.ifeelgood.it/soci",NA,NA,778,-1,"false","15/01/21 13:05","10/06/22 11:07","10/06/22 12:14"
"1496","it",3299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","it",3647,NA,NA,2,NA,"Luca G. Abbruzzese - Canale di Resistenza",1390947693,"forwarded","Telegram","https://t.me/s/canaleresistenza","canaleresistenza","","","","","","TelegramTelethonTransformer 0.0.1",30167,36842,3647,1390947693,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","canaleresistenza","Luca G. Abbruzzese - Canale di Resistenza","Notizie e delucidazioni in merito alla attuale deriva totalitaria globale.",NA,NA,2891,-1,"false","28/12/20 13:29","10/06/22 11:13","10/06/22 12:14"
"1498","it",3692,NA,1,NA,NA,"Garante per la protezione dei dati personali",1335182080,"forwarded","Telegram","https://t.me/s/garanteprivacy","garanteprivacy","","","","","","TelegramTelethonTransformer 0.0.1",30206,36881,3692,1335182080,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","garanteprivacy","Garante per la protezione dei dati personali","Informazioni e aggiornamenti del canale ufficiale Telegram del Garante per la protezione dei dati personali. Ci trovate anche su LinkedIn, Twitter, Instagram, Youtube e sul sito web www.gpdp.it. CONTATTI: 06.696771 - urp@gpdp.it",NA,NA,3939,-1,"false","28/09/18 10:11","10/06/22 11:13","10/06/22 12:14"
"1499","it",3731,8,4,2,4,"Davide Zedda (Giornalismo di inchiesta, informazione e controinformazione)",1482416180,"forwarded","Telegram","https://t.me/s/davide_zedda","davide_zedda","","","","","","TelegramTelethonTransformer 0.0.1",30237,36912,3731,1482416180,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","davide_zedda","Davide Zedda (Giornalismo di inchiesta, informazione e controinformazione)","Giornalismo d’inchiesta, libero pensiero, libera informazione e controinformazione #ZS73",NA,NA,70735,-1,"false","22/02/21 15:25","10/06/22 11:14","10/06/22 12:14"
"1500","it",4086,1,NA,NA,NA,"Stefano Montanari",1477055922,"","Telegram","https://t.me/s/stefanomontanariufficiale","stefanomontanariufficiale","","","true","false","","snowball_complete",395350,395390,4086,1477055922,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.4","stefanomontanariufficiale","Stefano Montanari","La pagina ufficiale dello scienziato esperto in nanopatologie.",NA,NA,80174,-1,"false","08/02/21 22:16","06/06/23 21:10","07/06/23 08:00"
"1501","it",4100,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","it",4108,1,NA,NA,NA,"Multilevel della libertà",1464061341,"forwarded","Telegram","https://t.me/s/orgoglioitaliani","orgoglioitaliani","","","","","","TelegramTelethonTransformer 0.0.1",30548,37223,4108,1464061341,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","orgoglioitaliani","Multilevel della libertà","Siamo qui per imparare insieme, per aiutarci e aiutare altri a usare gli strumenti che abbiamo, come cittadini, per conoscere e applicare i nostri diritti e i nostri doveri.
#lauracarosi #lucapapacchini #leggi #imparare #cittadini",NA,NA,22233,-1,"false","07/01/21 07:53","10/06/22 11:19","10/06/22 12:14"
"1503","it",4158,2,NA,NA,NA,"Z News ChannelZ📡",1424051435,"","Telegram","https://t.me/s/channelzzzme","channelzzzme","","","true","false","","snowball_complete",95556,95561,4158,1424051435,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","channelzzzme","Z News ChannelZ📡","🇮🇹Based & MULTI LANGUAGES NEWS.
Informazione trasparente, libera e certificata.
Nasce dal bisogno di avere un'informazione complementare a quella del mainstream, lasciando spazio ad approfondimenti e notizie.
@Reductionzzzbot
•Fonti specializzate•",NA,NA,1647,-1,"false","03/02/19 08:56","17/09/22 21:14","20/09/22 08:00"
"1504","it",4168,NA,1,NA,NA,"☢️ Escape From The Matrix ☣️",1263135816,"forwarded","Telegram","https://t.me/s/escapefromthematrix","escapefromthematrix","","","","","","TelegramTelethonTransformer 0.0.1",30604,37279,4168,1263135816,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","escapefromthematrix","☢️ Escape From The Matrix ☣️","Possiamo solo limitarci nello stimolare il vs intelletto critico pensante, nessuno ha la verità assoluta in mano, ma una parte di essa risiede dentro di Voi, proprio per questo, alcune volte basterebbe riuscire a “ricordare”...",NA,NA,7055,-1,"false","24/11/20 16:36","10/06/22 11:20","10/06/22 12:14"
"1505","it",4215,NA,1,NA,NA,"🇮🇹 Anti-New World Order",1303722149,"forwarded","Telegram","https://t.me/s/antinwo666channel","antinwo666channel","","","","","","TelegramTelethonTransformer 0.0.1",30644,37319,4215,1303722149,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","antinwo666channel","🇮🇹 Anti-New World Order","🇮🇹Anti-New World Order 
#novaordemmundial
#noalvaccino
#liverta
#nondittatura",NA,NA,2186,-1,"false","23/01/21 19:55","10/06/22 11:21","10/06/22 12:14"
"1506","it",4255,NA,2,NA,NA,"Mariano Amici",1427005555,"forwarded","Telegram","https://t.me/s/marianoamici","marianoamici","","","","","","TelegramTelethonTransformer 0.0.1",30675,37350,4255,1427005555,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","marianoamici","Mariano Amici","CONTINUIAMO A FAR MATURARE LE COSCIENZE",NA,NA,41709,-1,"false","17/01/21 13:18","10/06/22 11:21","10/06/22 12:14"
"1507","it",4282,1,NA,NA,NA,"Silvia Sardone",1461349927,"forwarded","Telegram","https://t.me/s/silviasardone","silviasardone","","","","","","TelegramTelethonTransformer 0.0.1",30697,37372,4282,1461349927,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","silviasardone","Silvia Sardone","🇮🇹 Europarlamentare della Lega e Consigliere comunale a Milano, mamma e giuslavorista",NA,NA,3578,-1,"false","21/01/21 21:21","10/06/22 11:22","10/06/22 12:14"
"1508","it",4306,2,NA,NA,NA,"Eresia",1177310741,"forwarded","Telegram","https://t.me/s/eresia2","eresia2","","","","","","TelegramTelethonTransformer 0.0.1",30716,37391,4306,1177310741,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","eresia2","Eresia | 🏴🇮🇹","🪖💻 MILIZIA DELLA CONTROINFORMAZIONE 

www.eresia.altervista.org
Gruppo discussione
https://t.me/+RixWFe7a5XD89Gag

Contatti @RETENERABOT",NA,NA,866,-1,"false","07/02/21 14:06","10/06/22 11:22","10/06/22 12:14"
