"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"12864","bisherig","Glieder",1,NA,NA,NA,1
"12865","nötig","Kenntnis",1,NA,NA,NA,1
"12866","Jahrtausend","fruchtbar",1,NA,NA,NA,1
"12867","fruchtbar","bestellt",1,NA,NA,NA,1
"12868","bestellt","Boden",1,NA,NA,NA,1
"12869","zunehmend","ausufernd",1,NA,NA,NA,1
"12870","ausufernd","Industrie",1,NA,NA,NA,1
"12871","nachdenkenswert","Text",1,NA,NA,NA,1
"12872","unreguliert","Wolfsausbreitung",1,NA,NA,NA,1
"12873","erst","Stunde",1,NA,NA,NA,1
"12874","überhöht","Wolfsbestand",1,NA,NA,NA,1
"12875","1","dynamisch",1,NA,NA,NA,1
"12876","dynamisch","Vorgang",1,NA,NA,NA,1
"12877","statisch","Regularie",1,NA,NA,NA,1
"12878","offengehalten","Habitate",1,NA,NA,NA,1
"12879","rot","Liste",1,NA,NA,NA,1
"12880","aussterbend","Tierart",1,NA,NA,NA,1
"12881","Beweidet","Gelände",1,NA,NA,NA,1
"12882","selten","Pflanze",1,NA,NA,NA,1
"12883","heimisch","Orchidee",1,NA,NA,NA,1
"12884","einzig","resident",1,NA,NA,NA,1
"12885","resident","Rudel",1,NA,NA,NA,1
"12886","weit","Rudel",1,NA,NA,NA,1
"12887","Rudel","bilden",1,NA,NA,NA,1
"12888","nachgewiesen","Rudeln",1,NA,NA,NA,1
"12889","sachlich","Grund|Gründen",1,NA,NA,NA,1
"12890","feig","Stellvertreterkriegen",1,NA,NA,NA,1
"12891","ander","Hund",1,NA,NA,NA,1
"12892","mainstreamkonform","Problemlösung",1,NA,NA,NA,1
"12893","naturschutzfachlich","Grund|Gründen",1,NA,NA,NA,1
"12894","über","kurz",1,NA,NA,NA,1
"12895","räuberisch","Angriff",1,NA,NA,NA,1
"12896","unser","Umwelt",1,NA,NA,NA,1
"12897","deutsch","Gründlichkeit",1,NA,NA,NA,1
"12898","postuliert","total",1,NA,NA,NA,1
"12899","total","Wolfsschutz",1,NA,NA,NA,1
"12900","total","Verfolgung",1,NA,NA,NA,1
"12901","übergeordnet","Prädator",1,NA,NA,NA,1
"12902","ander","Wildart",1,NA,NA,NA,1
"12903","Herde","leistbar",1,NA,NA,NA,1
"12904","verträglich","Maß",1,NA,NA,NA,1
"12905","antioxidativ","essenziell",1,NA,NA,NA,1
"12906","essenziell","Öl",1,NA,NA,NA,1
"12907","heilend","Wirkung",1,NA,NA,NA,1
"12908","schützend","Öl",1,NA,NA,NA,1
"12909","frisch","Kraut",1,NA,NA,NA,1
"12910","italienisch","Basilikum",1,NA,NA,NA,1
"12911","bekannt","Eigenschaft",1,NA,NA,NA,1
"12912","antimikrobiell","Wirkung",1,NA,NA,NA,1
"12913","Geschäft","Outdoorkuch",1,NA,NA,NA,1
"12914","stark","beeinträchtig",1,NA,NA,NA,1
"12915","früher","Dürr",1,NA,NA,NA,1
"12916","schwelend","Konflikt",1,NA,NA,NA,1
"12917","rot","Tiden",1,NA,NA,NA,1
"12918","ägyptisch","Pharaonenreich",1,NA,NA,NA,1
"12919","extrem","Hochwasser",1,NA,NA,NA,1
"12920","sensibel","Ökosystem",1,NA,NA,NA,1
"12921","abessinisch","See",1,NA,NA,NA,1
"12922","sauer","Regen",1,NA,NA,NA,1
"12923","Austrocknung","verendet",1,NA,NA,NA,1
"12924","Alge","ausgelö",1,NA,NA,NA,1
"12925","ausgelö","Fisch",1,NA,NA,NA,1
"12926","natürlich","Regulation",1,NA,NA,NA,1
"12927","offen","Stichwunde",1,NA,NA,NA,1
"12928","schwarz","Blatt",1,NA,NA,NA,1
"12929","Vulkanisch","Tätigkeit",1,NA,NA,NA,1
"12930","stark","Gewitter",1,NA,NA,NA,1
"12931","beeindruckend","Schneise",1,NA,NA,NA,1
"12932","vulkanisch","Asche",1,NA,NA,NA,1
"12933","dramatisch","Sandsturm",1,NA,NA,NA,1
"12934","religiös","Symbol",1,NA,NA,NA,1
"12935","führend","Epidemiologe",1,NA,NA,NA,1
"12936","erstgeboren","Sohn",1,NA,NA,NA,1
"12937","groß","Mahlzeit",1,NA,NA,NA,1
"12938","ander","Geschwister",1,NA,NA,NA,1
"12939","erstgeboren","Tier",1,NA,NA,NA,1
"12940","vorhergehend","Katastrophe",1,NA,NA,NA,1
"12941","durchfeuchtet","Getreide",1,NA,NA,NA,1
"12942","gering","Sonneneinstrahlung",1,NA,NA,NA,1
"12943","aufbewahrt","Lebensmittel",1,NA,NA,NA,1
"12944","toxisch","Stoffwechselprodukt",1,NA,NA,NA,1
"12945","tödlich","Immunantwort",1,NA,NA,NA,1
"12946","betroffen","Kind",1,NA,NA,NA,1
"12947","fest","Regel|Regeln",1,NA,NA,NA,1
"12948","wichtig","Teil",1,NA,NA,NA,1
"12949","ungesäuert","Brot",1,NA,NA,NA,1
"12950","Vergiftung","betreffen",1,NA,NA,NA,1
"12951","geworden…ein","Migrant",1,NA,NA,NA,1
"12952","schwedisch","Fernsehsender",1,NA,NA,NA,1
"12953","umstritten","Wissenschaftler",1,NA,NA,NA,1
"12954","gezüchtet","Menschenfleisch",1,NA,NA,NA,1
"12955","gemischt","Persönlichkeitsstörung",1,NA,NA,NA,1
"12956","psychopathisch","Merkmal",1,NA,NA,NA,1
"12957","Schizophrenie","leiden",1,NA,NA,NA,1
"12958","wahrgenommen","Bedrohung",1,NA,NA,NA,1
"12959","ganz","entzückt",1,NA,NA,NA,1
"12960","entzückt","für",1,NA,NA,NA,1
"12961","Tag","n",1,NA,NA,NA,1
"12962","n","Kuß",1,NA,NA,NA,1
"12963","süß","klein",1,NA,NA,NA,1
"12964","klein","Hoppelhäschen",1,NA,NA,NA,1
"12965","treu","Blick",1,NA,NA,NA,1
"12966","grill","Tier",1,NA,NA,NA,1
"12967","arme","Sau",1,NA,NA,NA,1
"12968","angeblich","menschengemacht",1,NA,NA,NA,1
"12969","💥💥💥😡👿🤢🤮🤦‍♀️🤪🥴😵😤🤷‍♀️🤦‍♀️","gut",1,NA,NA,NA,1
"12970","gelb","Heuschrecke",1,NA,NA,NA,1
"12971","gelb","Blume",1,NA,NA,NA,1
"12972","gefräßig","Heuschrecke",1,NA,NA,NA,1
"12973","wachsend","Heuschreckenplage",1,NA,NA,NA,1
"12974","fliegend","Heuschrecke",1,NA,NA,NA,1
"12975","Grund","unmöglich",1,NA,NA,NA,1
"12976","Flügel","wachsen",1,NA,NA,NA,1
"12977","Quadratmeil","Land",1,NA,NA,NA,1
"12978","Land","schwärm",1,NA,NA,NA,1
"12979","menschlich","Gesellschaft",1,NA,NA,NA,1
"12980","untenstehend","Video",1,NA,NA,NA,1
"12981","aktuell","Schwärme",1,NA,NA,NA,1
"12982","erst","Video",1,NA,NA,NA,1
"12983","wahrscheinlich","Mitglied",1,NA,NA,NA,1
"12984","gelb","Schwarm",1,NA,NA,NA,1
"12985","massiv","Anzahl",1,NA,NA,NA,1
"12986","schön","Abend",1,NA,NA,NA,1
"12987","wichtig","Nachricht",1,NA,NA,NA,1
"12988","Gruppe","https://www.epochtimes.de/meinung/analyse/stiller-protest-auf-facebook-fridays-for-hubraum-kam-auf-mehr-fans-als-greta-gruppe-a3014714.html",1,NA,NA,NA,1
"12989","https://www.epochtimes.de/meinung/analyse/stiller-protest-auf-facebook-fridays-for-hubraum-kam-auf-mehr-fans-als-greta-gruppe-a3014714.html","Morddrohung",1,NA,NA,NA,1
"12990","https://www.epochtimes.de/politik/deutschland/afd-abgeordneter-podolay-faellt-bei-wahl-zum-bundestags-vizepraesidenten-durch-a3014599.html","Frau",1,NA,NA,NA,1
"12991","Fahndungsfoto","https://www.epochtimes.de/blaulicht/frau-in-goettingen-auf-offener-strasse-attackiert-und-getoetet-polizei-veroeffentlicht-fahndungsfoto-a3014584.html",1,NA,NA,NA,1
"12992","https://www.epochtimes.de/blaulicht/frau-in-goettingen-auf-offener-strasse-attackiert-und-getoetet-polizei-veroeffentlicht-fahndungsfoto-a3014584.html","warum",1,NA,NA,NA,1
"12993","https://www.epochtimes.de/politik/deutschland/steinmeier-kondoliert-zum-tod-von-jacques-chirac-a3014591.html","babiš",1,NA,NA,NA,1
"12994","https://www.epochtimes.de/politik/europa/babis-in-der-welt-ich-habe-vier-kinder-dann-bin-ich-wohl-klimaschaedlich-a3014443.html","Judenhaß",1,NA,NA,NA,1
"12995","https://www.epochtimes.de/meinung/kommentar/judenhass-als-folklore-am-brandenburger-tor-gegendemonstranten-wurden-von-polizei-weggefuehrt-a3014194.html","Bundestagsdebatte",1,NA,NA,NA,1
"12996","gestohlen","Kindheit",1,NA,NA,NA,1
"12997","www.epochtimes.d","Ihr",1,NA,NA,NA,1
"12998","neu","Zehn",1,NA,NA,NA,1
"12999","Alternative","Insekt",1,NA,NA,NA,1
"13000","böser","Traum",1,NA,NA,NA,1
"13001","neu","Weltdiktatur",1,NA,NA,NA,1
"13002","Schule","an🦗",1,NA,NA,NA,1
"13003","an🦗","⭕️",1,NA,NA,NA,1
"13004","riesig","Skandal",1,NA,NA,NA,1
"13005","schwer","Vorwurf",1,NA,NA,NA,1
"13006","Vorwurf","öffentlich",1,NA,NA,NA,1
"13007","schockierend","Vorwürfen",1,NA,NA,NA,1
"13008","Vorwürfen","Anfang",1,NA,NA,NA,1
"13009","Zeit","ruhig",1,NA,NA,NA,1
"13010","erst","Trailer",1,NA,NA,NA,1
"13011","groß","Aufregung",1,NA,NA,NA,1
"13012","hoch","gefährlich",1,NA,NA,NA,1
"13013","menschlich","Verdaungssystem",1,NA,NA,NA,1
"13014","ständig","Verzehr",1,NA,NA,NA,1
"13015","Ziel","klar",1,NA,NA,NA,1
"13016","have","something",1,NA,NA,NA,1
"13017","digestiv","system",1,NA,NA,NA,1
"13018","constant","basis",1,NA,NA,NA,1
"13019","betrügerisch","Absicht",1,NA,NA,NA,1
"13020","Absicht","Insekt",1,NA,NA,NA,1
"13021","letzt","Monat",1,NA,NA,NA,1
"13022","offiziell","Projekt",1,NA,NA,NA,1
"13023","groß","Medium",1,NA,NA,NA,1
"13024","Ressource","mobilisieren",1,NA,NA,NA,1
"13025","pompös","Artikel",1,NA,NA,NA,1
"13026","südkoreanisch","Wissenschaftler",1,NA,NA,NA,1
"13027","neu","gefeiert",1,NA,NA,NA,1
"13028","gefeiert","progressiv",1,NA,NA,NA,1
"13029","progressiv","Trend",1,NA,NA,NA,1
"13030","verbunden","Kosten",1,NA,NA,NA,1
"13031","hochwertig","Proteinen",1,NA,NA,NA,1
"13032","steigend","Rohstoffpreisen",1,NA,NA,NA,1
"13033","liberal","Publikum",1,NA,NA,NA,1
"13034","steigend","Warenkost",1,NA,NA,NA,1
"13035","kommend","Energiekrise",1,NA,NA,NA,1
"13036","ganz","Initiative",1,NA,NA,NA,1
"13037","Initiative","zunehmend",1,NA,NA,NA,1
"13038","zunehmend","skeptisch",1,NA,NA,NA,1
"13039","kanadisch","Lebensmittelmarke",1,NA,NA,NA,1
"13040","erwärmend","Planeten",1,NA,NA,NA,1
"13041","weltweit","Elite",1,NA,NA,NA,1
"13042","nachhaltig","Lösung",1,NA,NA,NA,1
"13043","schwachsinnig","Video",1,NA,NA,NA,1
"13044","Mensch","sicher",1,NA,NA,NA,1
"13045","groß","Maßstab",1,NA,NA,NA,1
"13046","giftig","Chemikalie",1,NA,NA,NA,1
"13047","zugelassen","Zutaten",1,NA,NA,NA,1
"13048","gefälscht","Lebensmittel",1,NA,NA,NA,1
"13049","🤢😷☠️","Unterschied",1,NA,NA,NA,1
"13050","niedrig","3D",1,NA,NA,NA,1
"13051","Würde","lebend",1,NA,NA,NA,1
"13052","Puppe","🦎",1,NA,NA,NA,1
"13053","Gekürzter","Auszug",1,NA,NA,NA,1
"13054","stark","Information",1,NA,NA,NA,1
"13055","eigentlich","Information",1,NA,NA,NA,1
"13056","spät","Freitagnachmittag",1,NA,NA,NA,1
"13057","Freitagnachmittag","hindeuten",1,NA,NA,NA,1
"13058","groß","Box|Boxen",1,NA,NA,NA,1
"13059","früh","verschicken",1,NA,NA,NA,1
"13060","hoch","Erwartung",1,NA,NA,NA,1
"13061","gut","Gefühl",1,NA,NA,NA,1
"13062","gestern","Abend",1,NA,NA,NA,1
"13063","Abend","spät",1,NA,NA,NA,1
"13064","Anleihegläubiger","Zugang",1,NA,NA,NA,1
"13065","Auge","offen",1,NA,NA,NA,1
"13066","Staat","abdeck",1,NA,NA,NA,1
"13067","gebührenfrei","Nummern",1,NA,NA,NA,1
"13068","Geld","verantwortungsvoll",1,NA,NA,NA,1
"13069","wirklich","brauchbar",1,NA,NA,NA,1
"13070","brauchbar","Plan",1,NA,NA,NA,1
"13071","Tier","künftig",1,NA,NA,NA,1
"13072","multinational","Entwicklungsbank",1,NA,NA,NA,1
"13073","nachhaltig","klimaschonende",1,NA,NA,NA,1
"13074","klimaschonende","Ernährung",1,NA,NA,NA,1
"13075","neu","Marktteilnehmer",1,NA,NA,NA,1
"13076","jährlich","Wachstumsrate",1,NA,NA,NA,1
"13077","Jahr","entsprichen",1,NA,NA,NA,1
"13078","zweit","Insekt",1,NA,NA,NA,1
"13079","Tausend","essbar",1,NA,NA,NA,1
"13080","essbar","Insektenart",1,NA,NA,NA,1
"13081","gewöhnlich","Küche",1,NA,NA,NA,1
"13082","laborgezüchtet","Mist",1,NA,NA,NA,1
"13083","schlecht","Wasser",1,NA,NA,NA,1
"13084","Pflücke","mutig",1,NA,NA,NA,1
"13085","golden","Korn",1,NA,NA,NA,1
"13086","stark","Bein",1,NA,NA,NA,1
"13087","widerstandsfähig","Herz",1,NA,NA,NA,1
"13088","sprich","wenig",1,NA,NA,NA,1
"13089","voll","Frieden",1,NA,NA,NA,1
"13090","dramatisch","Bienensterbe",1,NA,NA,NA,1
"13091","weit","Jahr",1,NA,NA,NA,1
"13092","weit","Gift",1,NA,NA,NA,1
"13093","divers","Chemikalie",1,NA,NA,NA,1
"13094","ganz","Scheiße",1,NA,NA,NA,1
"13095","halt","ziemlich",1,NA,NA,NA,1
"13096","ziemlich","einfach",1,NA,NA,NA,1
"13097","verantwortlich","gefund",1,NA,NA,NA,1
"13098","fälligsen","d‘",1,NA,NA,NA,1
"13099","kräftigen","Schluck",1,NA,NA,NA,1
"13100","Schluck","braun",1,NA,NA,NA,1
"13101","klebrig","Zuckerriegel",1,NA,NA,NA,1
"13102","politisch","Seite",1,NA,NA,NA,1
"13103","Tonne","Lebensmittel",1,NA,NA,NA,1
"13104","Tafel","anweisen",1,NA,NA,NA,1
"13105","steuern","ähnlich",1,NA,NA,NA,1
"13106","ähnlich","schnell",1,NA,NA,NA,1
"13107","Kilo","Apfel",1,NA,NA,NA,1
"13108","abgepackt","Fleisch",1,NA,NA,NA,1
"13109","arm","versklavt",1,NA,NA,NA,1
"13110","versklavt","Kind",1,NA,NA,NA,1
"13111","Kilo","fair",1,NA,NA,NA,1
"13112","fair","trade",1,NA,NA,NA,1
"13113","trade","Kaffee",1,NA,NA,NA,1
"13114","rasant","vorangehend",1,NA,NA,NA,1
"13115","vorangehend","Insekt",1,NA,NA,NA,1
"13116","Vogelsterben","vergiftet",1,NA,NA,NA,1
"13117","vergiftet","Baumarkt",1,NA,NA,NA,1
"13118","richtig","Schnäppchen",1,NA,NA,NA,1
"13119","vergiften","Bach",1,NA,NA,NA,1
"13120","künstlich","Duschgel",1,NA,NA,NA,1
"13121","haben","Vorkehrung",1,NA,NA,NA,1
"13122","klein","Volk",1,NA,NA,NA,1
"13123","Hungersnot","verantwortlich",1,NA,NA,NA,1
"13124","rein","Tier",1,NA,NA,NA,1
"13125","israelitisch","Kundschafter",1,NA,NA,NA,1
"13126","Bewohner","Kanaan",1,NA,NA,NA,1
"13127","acht","Plage",1,NA,NA,NA,1
"13128","vorangegangen","siebt",1,NA,NA,NA,1
"13129","siebt","Plage",1,NA,NA,NA,1
"13130","Leben","spielerisch",1,NA,NA,NA,1
"13131","leicht","Sommerbrise",1,NA,NA,NA,1
"13132","Krafttier","Grashüpfer",1,NA,NA,NA,1
"13133","Gefühl","längerfristig",1,NA,NA,NA,1
"13134","ständig","umgeben",1,NA,NA,NA,1
"13135","Thema","Hingabe",1,NA,NA,NA,1
"13136","Erneuerung","aufmerksam",1,NA,NA,NA,1
"13137","alt","ich",1,NA,NA,NA,1
"13138","neu","Leben",1,NA,NA,NA,1
"13139","klein","Wesen",1,NA,NA,NA,1
"13140","manch","ander",1,NA,NA,NA,1
"13141","Leichtigkeit","groß",1,NA,NA,NA,1
"13142","global","digital",1,NA,NA,NA,1
"13143","digital","Impfstoffpaß",1,NA,NA,NA,1
"13144","einzig","Gruppe",1,NA,NA,NA,1
"13145","global","Impfstoffpaß",1,NA,NA,NA,1
"13146","posthuman","Plan",1,NA,NA,NA,1
"13147","biometrisch","Überwachung",1,NA,NA,NA,1
"13148","Vorschlag","veröffentlichen",1,NA,NA,NA,1
"13149","groß","globalistisch",1,NA,NA,NA,1
"13150","globalistisch","Organisation",1,NA,NA,NA,1
"13151","weltweit","Impfstoffpaß",1,NA,NA,NA,1
"13152","technisch","Leitlinie",1,NA,NA,NA,1
"13153","global","digitalen",1,NA,NA,NA,1
"13154","national","Einsatz",1,NA,NA,NA,1
"13155","funktionsfähig","Smartphone",1,NA,NA,NA,1
"13156","primär","Zielgruppe",1,NA,NA,NA,1
"13157","national","Behörde",1,NA,NA,NA,1
"13158","digital","Impfbescheinigungslösung",1,NA,NA,NA,1
"13159","Wirtschaftsverband","nützlich",1,NA,NA,NA,1
"13160","vorgeschlagen","Impfstoffpassvorlage",1,NA,NA,NA,1
"13161","persönlich","Information",1,NA,NA,NA,1
"13162","erhalten","Impfstoff",1,NA,NA,NA,1
"13163","au","Dessert",1,NA,NA,NA,1
"13164","-lich","willkomm",1,NA,NA,NA,1
"13165","ganz","Maßnahmen",1,NA,NA,NA,1
"13166","gemeinsam","verschwor",1,NA,NA,NA,1
"13167","vollkommen","egal",1,NA,NA,NA,1
"13168","ander","Blickwinkel",1,NA,NA,NA,1
"13169","wunderbar","Bild",1,NA,NA,NA,1
"13170","dritt","Schuß",1,NA,NA,NA,1
"13171","lieb","Gott",1,NA,NA,NA,1
"13172","fünfzig","Prozent",1,NA,NA,NA,1
"13173","nah","Gruppe",1,NA,NA,NA,1
"13174","Ende","letzt",1,NA,NA,NA,1
"13175","Aufschrei","groß",1,NA,NA,NA,1
"13176","leiser","Aufschrei",1,NA,NA,NA,1
"13177","richtig","ern",1,NA,NA,NA,1
"13178","ern","Problem",1,NA,NA,NA,1
"13179","Million","Muslime",1,NA,NA,NA,1
"13180","mal","Fleisch",1,NA,NA,NA,1
"13181","buckelig","Angelegenheit",1,NA,NA,NA,1
"13182","moralisch","Druck",1,NA,NA,NA,1
"13183","sachlich","Argument",1,NA,NA,NA,1
"13184","Frage","stellen",1,NA,NA,NA,1
"13185","ander","Bauer",1,NA,NA,NA,1
"13186","unangenehm","Situation",1,NA,NA,NA,1
"13187","bestimmt","Forderung",1,NA,NA,NA,1
"13188","arme","Galle",1,NA,NA,NA,1
"13189","groß","Radius",1,NA,NA,NA,1
"13190","schlecht","Ertragsjahren",1,NA,NA,NA,1
"13191","Bauer","Kredit",1,NA,NA,NA,1
"13192","mal","Smartphone",1,NA,NA,NA,1
"13193","alt","Knochen",1,NA,NA,NA,1
"13194","Folter","Werkzeug",1,NA,NA,NA,1
"13195","Bruder","mitbringen",1,NA,NA,NA,1
"13196","begeistert","Koch",1,NA,NA,NA,1
"13197","ärmlich","Eltern",1,NA,NA,NA,1
"13198","entführt","Kind",1,NA,NA,NA,1
"13199","Fleischwolf","gedreht",1,NA,NA,NA,1
"13200","gedreht","Teil",1,NA,NA,NA,1
"13201","eigen","Tochter",1,NA,NA,NA,1
"13202","verzweifelt","Eltern",1,NA,NA,NA,1
"13203","reichen","Bruder",1,NA,NA,NA,1
"13204","einfach","furchtbar",1,NA,NA,NA,1
"13205","furchtbar","langweilen",1,NA,NA,NA,1
"13206","Sauerei","einfach",1,NA,NA,NA,1
"13207","gewiß","Level",1,NA,NA,NA,1
"13208","geistig","Fähigkeit",1,NA,NA,NA,1
"13209","dümmlich","Schabe",1,NA,NA,NA,1
"13210","einzig","Daseinszweck",1,NA,NA,NA,1
"13211","klug","genug",1,NA,NA,NA,1
"13212","verblödetem","Leben",1,NA,NA,NA,1
"13213","Einschliesslich","Biene",1,NA,NA,NA,1
"13214","lebend","Person",1,NA,NA,NA,1
"13215","stoppt","Querdenker",1,NA,NA,NA,1
"13216","Überschwemmungsgebiet","Forschen",1,NA,NA,NA,1
"13217","besorgniserregend","Dynamik",1,NA,NA,NA,1
"13218","Million","Verletzte",1,NA,NA,NA,1
"13219","digital","Impfnachweise",1,NA,NA,NA,1
"13220","Verfassungsbeschwerde","Antrag",1,NA,NA,NA,1
"13221","massiv","Störung",1,NA,NA,NA,1
"13222","weltweit","Internetseite",1,NA,NA,NA,1
"13223","Friedensnobelpreis","vorschlagen",1,NA,NA,NA,1
"13224","wichtig","Wildkräuter",1,NA,NA,NA,1
"13225","schmerzend","Blatt|Blättern",1,NA,NA,NA,1
"13226","Insekt","wichtig",1,NA,NA,NA,1
"13227","wertvoll","Heilkraut",1,NA,NA,NA,1
"13228","Wiederaufbau","zerstört",1,NA,NA,NA,1
"13229","zerstört","Gewebe",1,NA,NA,NA,1
"13230","Mangel","ergänzen",1,NA,NA,NA,1
"13231","Körper","verlangsam",1,NA,NA,NA,1
"13232","entzündlich","Erkrankung",1,NA,NA,NA,1
"13233","Blockade","vergittert",1,NA,NA,NA,1
"13234","vergittert","Knochen",1,NA,NA,NA,1
"13235","Myrrhe","gekocht",1,NA,NA,NA,1
"13236","gekocht","Brennnessel",1,NA,NA,NA,1
"13237","Brennnessel","lindert",1,NA,NA,NA,1
"13238","lindert","Menstruationsblutung",1,NA,NA,NA,1
"13239","geölt","Papier",1,NA,NA,NA,1
"13240","eigen","Therapie",1,NA,NA,NA,1
"13241","gebraucht","Stelle",1,NA,NA,NA,1
"13242","getrocknet","Brennnessel",1,NA,NA,NA,1
"13243","entzündet","Gelenk",1,NA,NA,NA,1
"13244","vergrößert","Milz",1,NA,NA,NA,1
"13245","effektiv","Zeit",1,NA,NA,NA,1
"13246","frische","Brennnessel",1,NA,NA,NA,1
"13247","Eigenschaft","⚠️",1,NA,NA,NA,1
"13248","❣️🙏😇🙏❣️","Netzfund",1,NA,NA,NA,1
"13249","klein","Holzhütte",1,NA,NA,NA,1
"13250","groß","Berghang",1,NA,NA,NA,1
"13251","klein","Weg",1,NA,NA,NA,1
"13252","unzählig","Margerit",1,NA,NA,NA,1
"13253","ander","Wildpflanz",1,NA,NA,NA,1
"13254","romantisch","verspielt",1,NA,NA,NA,1
"13255","verspielt","Gartentisch",1,NA,NA,NA,1
"13256","überdacht","Sitzecke",1,NA,NA,NA,1
"13257","klein","Tisch",1,NA,NA,NA,1
"13258","lärmend","Cretin",1,NA,NA,NA,1
"13259","nervend","Kirchenglocken",1,NA,NA,NA,1
"13260","zwitschernd","Vogel",1,NA,NA,NA,1
"13261","knapp","50m",1,NA,NA,NA,1
"13262","angenehm","temperiert",1,NA,NA,NA,1
"13263","angenehm","Abkühlung",1,NA,NA,NA,1
"13264","zahlreich","Insekt",1,NA,NA,NA,1
"13265","rasch","erholt",1,NA,NA,NA,1
"13266","frei","Umgebung",1,NA,NA,NA,1
"13267","ander","Nutzern",1,NA,NA,NA,1
"13268","spannend","Geschichte",1,NA,NA,NA,1
"13269","klein","Hund",1,NA,NA,NA,1
"13270","italienisch","Wein",1,NA,NA,NA,1
"13271","unterschiedlich","Wohnwage",1,NA,NA,NA,1
"13272","ungemein","spannend",1,NA,NA,NA,1
"13273","stressig","Alltag",1,NA,NA,NA,1
"13274","verschieden","Ding",1,NA,NA,NA,1
"13275","speziell","Kenntnis",1,NA,NA,NA,1
"13276","elektrisch","Leitung",1,NA,NA,NA,1
"13277","korsisch","Werwolf",1,NA,NA,NA,1
"13278","landesverräterisch","Umtrieb",1,NA,NA,NA,1
"13279","vorgebracht","Argument",1,NA,NA,NA,1
"13280","neu","Forschung",1,NA,NA,NA,1
"13281","ungeahnt","Weg",1,NA,NA,NA,1
"13282","massiv","Verbreiter",1,NA,NA,NA,1
"13283","erst","Vizepräsident",1,NA,NA,NA,1
"13284","niederländisch","Sozialdemokrat",1,NA,NA,NA,1
"13285","französisch","Premierminister",1,NA,NA,NA,1
"13286","digital","Alternative",1,NA,NA,NA,1
"13287","kürzlich","genehmigen",1,NA,NA,NA,1
"13288","Getrockneter","gelb",1,NA,NA,NA,1
"13289","gelb","Wurm",1,NA,NA,NA,1
"13290","hoch","Proteinquelle",1,NA,NA,NA,1
"13291","offiziell","Erklärung",1,NA,NA,NA,1
"13292","alternativ","Währung",1,NA,NA,NA,1
"13293","Global","Verwurmung",1,NA,NA,NA,1
"13294","Lebensmittelsicherheit","Anfang",1,NA,NA,NA,1
"13295","proteinreich","Snacken",1,NA,NA,NA,1
"13296","madenähnlich","Insekt",1,NA,NA,NA,1
"13297","Insekt","ähnlich",1,NA,NA,NA,1
"13298","kohlenstoffarm","Nahrungsquelle",1,NA,NA,NA,1
"13299","t.me/rtintl","🧐",1,NA,NA,NA,1
"13300","2jährig","thailändisch",1,NA,NA,NA,1
"13301","thailändisch","Mädchen",1,NA,NA,NA,1
"13302","Mädchen","🤨",1,NA,NA,NA,1
"13303","➡️","bekannt",1,NA,NA,NA,1
"13304","möglich","Kochshow",1,NA,NA,NA,1
"13305","Jahr","Unterstützer",1,NA,NA,NA,1
"13306","Unterstützer","zahlreicher",1,NA,NA,NA,1
"13307","zahlreicher","Organisation",1,NA,NA,NA,1
"13308","unschuldig","Kind",1,NA,NA,NA,1
"13309","körperlich","missbraucht",1,NA,NA,NA,1
"13310","missbraucht","Kind",1,NA,NA,NA,1
"13311","Herzblut","➡️",1,NA,NA,NA,1
"13312","groß","Verdienst",1,NA,NA,NA,1
"13313","Kölner","Region",1,NA,NA,NA,1
"13314","Region","➡️",1,NA,NA,NA,1
"13315","➡️","Essen",1,NA,NA,NA,1
"13316","Lieblingsbeschäftigung","➡️",1,NA,NA,NA,1
"13317","leiblich","Kind",1,NA,NA,NA,1
"13318","neu","Präsidentin",1,NA,NA,NA,1
"13319","gestützt","Stück",1,NA,NA,NA,1
"13320","Stück","Propaganda",1,NA,NA,NA,1
"13321","rot","Fahne",1,NA,NA,NA,1
"13322","verwirrt","Professor",1,NA,NA,NA,1
"13323","Tag","stark",1,NA,NA,NA,1
"13324","hoch","Frequenzniveau",1,NA,NA,NA,1
"13325","tot","Zelle",1,NA,NA,NA,1
"13326","überzeugt","Vegetarier",1,NA,NA,NA,1
"13327","groß","Rohheit",1,NA,NA,NA,1
"13328","natürlich","Folge",1,NA,NA,NA,1
"13329","vereinsanm[","eldung",1,NA,NA,NA,1
"13330","Kanal","emp[",1,NA,NA,NA,1
"13331","☠Näch","Ex",1,NA,NA,NA,1
"13332","letzt","Ex",1,NA,NA,NA,1
"13333","eigenartig","Verhalten",1,NA,NA,NA,1
"13334","klein","Schnitt",1,NA,NA,NA,1
"13335","ehemalig","Geliebte",1,NA,NA,NA,1
"13336","spezifisch","Screenshot",1,NA,NA,NA,1
"13337","emotional","missbräuchlich",1,NA,NA,NA,1
"13338","groß","Art",1,NA,NA,NA,1
"13339","fesselnd","Person",1,NA,NA,NA,1
"13340","Vertrauen","schnell",1,NA,NA,NA,1
"13341","weiß","Gott",1,NA,NA,NA,1
"13342","gefährlich","Situation",1,NA,NA,NA,1
"13343","ansässig","Geschäftsinhaberin",1,NA,NA,NA,1
"13344","be","reporting",1,NA,NA,NA,1
"13345","entir","system",1,NA,NA,NA,1
"13346","ar","rushing",1,NA,NA,NA,1
"13347","staren","the",1,NA,NA,NA,1
