"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"2291","rappel","utile",1,NA,NA,1,NA
"2292","amende","forfaitaire",1,NA,NA,1,NA
"2293","bout","tout",1,NA,NA,1,NA
"2294","politique","public",1,NA,NA,1,NA
"2295","national","https://www.assemblee-nationale.fr/dyn/16/organes/commissions-permanentes/developpement-durable/missions-de-la-commission/zfem",1,NA,NA,1,NA
"2296","arme","fatal",1,NA,NA,1,NA
"2297","grand","agglomération",1,NA,NA,1,NA
"2298","sens","étymologique",1,NA,NA,1,NA
"2299","voiture","criter",1,NA,NA,1,NA
"2300","bon","dos",1,NA,NA,1,NA
"2301","bon","conscience",1,NA,NA,1,NA
"2302","pays","propre",1,NA,NA,1,NA
"2303","camion","tout",1,NA,NA,1,NA
"2304","petit","héros",1,NA,NA,1,NA
"2305","lecture","automatique",1,NA,NA,1,NA
"2306","agglomération","français",1,NA,NA,1,NA
"2307","véhicule","diesel",1,NA,NA,1,NA
"2308","écologier","façon",1,NA,NA,1,NA
"2309","façon","medor",1,NA,NA,1,NA
"2310","ligne","éditorial",1,NA,NA,1,NA
"2311","petit","événement",1,NA,NA,1,NA
"2312","vitesse","autoriser",1,NA,NA,1,NA
"2313","sécurité","routier",1,NA,NA,1,NA
"2314","méfiance","conclusion",1,NA,NA,1,NA
"2315","mission","flash",1,NA,NA,1,NA
"2316","poils","ras",1,NA,NA,1,NA
"2317","haut","teneur",1,NA,NA,1,NA
"2318","merd","garantie",1,NA,NA,1,NA
"2319","stationnement","offerte",1,NA,NA,1,NA
"2320","développement","significatif",1,NA,NA,1,NA
"2321","distance","social",1,NA,NA,1,NA
"2322","carburant","nécessaire",1,NA,NA,1,NA
"2323","fossé","social",1,NA,NA,1,NA
"2324","retardement","social",1,NA,NA,1,NA
"2325","station","essence",1,NA,NA,1,NA
"2326","automobiliste","français",1,NA,NA,1,NA
"2327","dernier","décennie",1,NA,NA,1,NA
"2328","émergent","tel",1,NA,NA,1,NA
"2329","avis","individuel",1,NA,NA,1,NA
"2330","conscience","accru",1,NA,NA,1,NA
"2331","préoccupation","public",1,NA,NA,1,NA
"2332","partie","visible",1,NA,NA,1,NA
"2333","confinement","carbone",1,NA,NA,1,NA
"2334","futur","dystopique",1,NA,NA,1,NA
"2335","fameux","ville",1,NA,NA,1,NA
"2336","vision","schwabien",1,NA,NA,1,NA
"2337","structure","imposant",1,NA,NA,1,NA
"2338","rectitude","inquiétant",1,NA,NA,1,NA
"2339","beau","pub",1,NA,NA,1,NA
"2340","vie","synthétique",1,NA,NA,1,NA
"2341","spin","doctor",1,NA,NA,1,NA
"2342","conseiller","spécial",1,NA,NA,1,NA
"2343","collaborateur","parlementaire",1,NA,NA,1,NA
"2344","science","politique",1,NA,NA,1,NA
"2345","livre","pédagogique",1,NA,NA,1,NA
"2346","premier","édition",1,NA,NA,1,NA
"2347","conseil","pionnier",1,NA,NA,1,NA
"2348","donnée","public",1,NA,NA,1,NA
"2349","https://www.banquedesterritoires.fr/civiteo","https://civiteo.fr",1,NA,NA,1,NA
"2350","parfait","conseiller",1,NA,NA,1,NA
"2351","zéro","carbone",1,NA,NA,1,NA
"2352","premier","circonscription",1,NA,NA,1,NA
"2353","affaire","diplomatique",1,NA,NA,1,NA
"2354","enseignement","supérieur",1,NA,NA,1,NA
"2355","commerce","membre",1,NA,NA,1,NA
"2356","grand","école",1,NA,NA,1,NA
"2357","cabinet","adjoindre",1,NA,NA,1,NA
"2358","franc","mac",1,NA,NA,1,NA
"2359","mac","transexuel",1,NA,NA,1,NA
"2360","bankster","démoniaque",1,NA,NA,1,NA
"2361","mode","glouton",1,NA,NA,1,NA
"2362","glouton","insatiable",1,NA,NA,1,NA
"2363","funeste","plan",1,NA,NA,1,NA
"2364","logement","locatif",1,NA,NA,1,NA
"2365","lien","interactif",1,NA,NA,1,NA
"2366","traditional","housing",1,NA,NA,1,NA
"2367","mobilité","douce",1,NA,NA,1,NA
"2368","court","trajet",1,NA,NA,1,NA
"2369","décret","numéro",1,NA,NA,1,NA
"2370","organisation","international",1,NA,NA,1,NA
"2371","plateforme","automobile",1,NA,NA,1,NA
"2372","automobile","français",1,NA,NA,1,NA
"2373","sabordage","industriel",1,NA,NA,1,NA
"2374","recharge","électrique",1,NA,NA,1,NA
"2375","futur","station",1,NA,NA,1,NA
"2376","recharge","rapide",1,NA,NA,1,NA
"2377","thermique","...ils",1,NA,NA,1,NA
"2378","milieu","rurale",1,NA,NA,1,NA
"2379","ferme","solaire",1,NA,NA,1,NA
"2380","capacité","global",1,NA,NA,1,NA
"2381","an.","https://services.totalenergies.fr/actus/nos-actualites/total-et-engie-sassocient-pour-developper-le-plus-grand-site-de-production",1,NA,NA,1,NA
"2382","parc","éolien",1,NA,NA,1,NA
"2383","prison","futuriste",1,NA,NA,1,NA
"2384","vie","ultra-connecté",1,NA,NA,1,NA
"2385","prince","héritier",1,NA,NA,1,NA
"2386","révolution","civilisationnel",1,NA,NA,1,NA
"2387","1er","plan",1,NA,NA,1,NA
"2388","vie","urbain",1,NA,NA,1,NA
"2389","idée","initial",1,NA,NA,1,NA
"2390","développement","urbain",1,NA,NA,1,NA
"2391","communauté","urbain",1,NA,NA,1,NA
"2392","ville","traditionnel",1,NA,NA,1,NA
"2393","capacité","similaire",1,NA,NA,1,NA
"2394","climat","idéal",1,NA,NA,1,NA
"2395","grand","vitesse",1,NA,NA,1,NA
"2396","minute","https://www.neom.com/en-us/newsroom/hrh-announces-theline-design",1,NA,NA,1,NA
"2397","️Ce","projettre",1,NA,NA,1,NA
"2398","direction","général",1,NA,NA,1,NA
"2399","modèle","français",1,NA,NA,1,NA
"2400","droit","anglais",1,NA,NA,1,NA
"2401","intelligent","source",1,NA,NA,1,NA
"2402","smart","lighting",1,NA,NA,1,NA
"2403","enjeu","crucial",1,NA,NA,1,NA
"2404","problème","environnemental",1,NA,NA,1,NA
"2405","nouveau","contrainte",1,NA,NA,1,NA
"2406","monde","urbain",1,NA,NA,1,NA
"2407","réglementation","environnemental",1,NA,NA,1,NA
"2408","stratégie","national",1,NA,NA,1,NA
"2409","national","bas-carbone",1,NA,NA,1,NA
"2410","économie","décarboné",1,NA,NA,1,NA
"2411","consommation","français",1,NA,NA,1,NA
"2412","fort","hausse",1,NA,NA,1,NA
"2413","place","central",1,NA,NA,1,NA
"2414","transition","bas-carbone",1,NA,NA,1,NA
"2415","bas-carbone","présent",1,NA,NA,1,NA
"2416","performance","énergétique",1,NA,NA,1,NA
"2417","investissement","important",1,NA,NA,1,NA
"2418","véhicule","propre",1,NA,NA,1,NA
"2419","acteur","économique",1,NA,NA,1,NA
"2420","atout","indispensable",1,NA,NA,1,NA
"2421","effort","considérable",1,NA,NA,1,NA
"2422","nouveau","édition",1,NA,NA,1,NA
"2423","nouveau","technologique",1,NA,NA,1,NA
"2424","liste","noir",1,NA,NA,1,NA
"2425","noir","américain",1,NA,NA,1,NA
"2426","fort","chance",1,NA,NA,1,NA
"2427","société","chinois",1,NA,NA,1,NA
"2428","surveillance","policier",1,NA,NA,1,NA
"2429","qualité","décent",1,NA,NA,1,NA
"2430","prix","bon",1,NA,NA,1,NA
"2431","État","chinois",1,NA,NA,1,NA
"2432","grand","fabricant",1,NA,NA,1,NA
"2433","surveillance","mondialiste",1,NA,NA,1,NA
"2434","opération","secret",1,NA,NA,1,NA
"2435","société","autrichien",1,NA,NA,1,NA
"2436","autrichien","inconnu",1,NA,NA,1,NA
"2437","réseau","5G",1,NA,NA,1,NA
"2438","accord","secret",1,NA,NA,1,NA
"2439","autre","accord",1,NA,NA,1,NA
"2440","condition","semblable",1,NA,NA,1,NA
"2441","mégapole","chinois",1,NA,NA,1,NA
"2442","dérive","liberticide",1,NA,NA,1,NA
"2443","exemple","concret",1,NA,NA,1,NA
"2444","durabilité","environnemental",1,NA,NA,1,NA
"2445","citoyen","vertueux",1,NA,NA,1,NA
"2446","service","durable",1,NA,NA,1,NA
"2447","entreprise","participant",1,NA,NA,1,NA
"2448","porte-monnaie","électronique",1,NA,NA,1,NA
"2449","mobilité","durable",1,NA,NA,1,NA
"2450","mobilité","intelligent",1,NA,NA,1,NA
"2451","comportement","durable",1,NA,NA,1,NA
"2452","fait","conforme",1,NA,NA,1,NA
"2453","vie","élevé",1,NA,NA,1,NA
"2454","service","meilleur",1,NA,NA,1,NA
"2455","administration","public",1,NA,NA,1,NA
"2456","2ème","façon",1,NA,NA,1,NA
"2457","ligne","accessible",1,NA,NA,1,NA
"2458","section","Services",1,NA,NA,1,NA
"2459","Maison","numérique",1,NA,NA,1,NA
"2460","type","spécifique",1,NA,NA,1,NA
"2461","même","médaille",1,NA,NA,1,NA
"2462","important","plan",1,NA,NA,1,NA
"2463","plan","stratégique",1,NA,NA,1,NA
"2464","programmatique","tel",1,NA,NA,1,NA
"2465","aspect","suivant",1,NA,NA,1,NA
"2466","projet","capable",1,NA,NA,1,NA
"2467","grand","échelle",1,NA,NA,1,NA
"2468","décision","stratégique",1,NA,NA,1,NA
"2469","ressource","financier",1,NA,NA,1,NA
"2470","approche","intégré",1,NA,NA,1,NA
"2471","pétrole","chinois",1,NA,NA,1,NA
"2472","pourparler","actif",1,NA,NA,1,NA
"2473","marché","mondial",1,NA,NA,1,NA
"2474","nouveau","virage",1,NA,NA,1,NA
"2475","premier","exportateur",1,NA,NA,1,NA
"2476","exportateur","mondial",1,NA,NA,1,NA
"2477","contrat","pétrolier",1,NA,NA,1,NA
"2478","philanthrope","mondialiste",1,NA,NA,1,NA
"2479","méthode","annoncé",1,NA,NA,1,NA
"2480","Grande","arnaque",1,NA,NA,1,NA
"2481","canal","special",1,NA,NA,1,NA
"2482","territoire","sobre",1,NA,NA,1,NA
"2483","résilience","climatique",1,NA,NA,1,NA
"2484","enjeu","prioritaire",1,NA,NA,1,NA
"2485","aménagement","urbain",1,NA,NA,1,NA
"2486","urbain","durable",1,NA,NA,1,NA
"2487","logement","collectif",1,NA,NA,1,NA
"2488","intensité","heureux",1,NA,NA,1,NA
"2489","artificialisation","net",1,NA,NA,1,NA
"2490","nouveau","espace",1,NA,NA,1,NA
"2491","espace","naturel",1,NA,NA,1,NA
"2492","https://youtu.be/nm558amtong","https://youtu.be/rqi1ssdgusi",1,NA,NA,1,NA
"2493","totalitarisme","inédit",1,NA,NA,1,NA
"2494","commission","mixte",1,NA,NA,1,NA
"2495","mixte","paritaire",1,NA,NA,1,NA
"2496","plein","crise",1,NA,NA,1,NA
"2497","émission","polluant",1,NA,NA,1,NA
"2498","mesure","politique",1,NA,NA,1,NA
"2499","certain","fierté",1,NA,NA,1,NA
"2500","ville","français",1,NA,NA,1,NA
"2501","principal","cible",1,NA,NA,1,NA
"2502","obstacle","possible",1,NA,NA,1,NA
"2503","entreprise","mastodont",1,NA,NA,1,NA
"2504","salaire","élevé",1,NA,NA,1,NA
"2505","nouveau","marché",1,NA,NA,1,NA
"2506","plan","mondial",1,NA,NA,1,NA
"2507","pays","pauvre",1,NA,NA,1,NA
"2508","bonus","majeur",1,NA,NA,1,NA
"2509","récupération","naturel",1,NA,NA,1,NA
"2510","implémentation","mondial",1,NA,NA,1,NA
"2511","projet","totalitaire",1,NA,NA,1,NA
"2512","éducation","actuel",1,NA,NA,1,NA
"2513","pensée","unique",1,NA,NA,1,NA
"2514","théorie","conspirationniste",1,NA,NA,1,NA
"2515","fait","conspirationniste",1,NA,NA,1,NA
"2516","participation","financier",1,NA,NA,1,NA
"2517","bon","partie",1,NA,NA,1,NA
"2518","bonnet","rouge",1,NA,NA,1,NA
"2519","rouge","breton",1,NA,NA,1,NA
"2520","nouveau","mouvement",1,NA,NA,1,NA
"2521","délégué","général",1,NA,NA,1,NA
"2522","message","virulent",1,NA,NA,1,NA
"2523","mesure","pas",1,NA,NA,1,NA
"2524","premier","voiture",1,NA,NA,1,NA
"2525","revenu","modeste",1,NA,NA,1,NA
"2526","séance","public",1,NA,NA,1,NA
"2527","instance","indépendant",1,NA,NA,1,NA
"2528","haut","conseil",1,NA,NA,1,NA
"2529","version","final",1,NA,NA,1,NA
"2530","texte","promet",1,NA,NA,1,NA
"2531","voiture","particulier",1,NA,NA,1,NA
"2532","particulier","neuf",1,NA,NA,1,NA
"2533","circulation","routier",1,NA,NA,1,NA
"2534","essence","classique",1,NA,NA,1,NA
"2535","fiscalité","avantageux",1,NA,NA,1,NA
"2536","avantage","fiscal",1,NA,NA,1,NA
"2537","taxe","intérieur",1,NA,NA,1,NA
"2538","produit","énergétique",1,NA,NA,1,NA
"2539","premier","semestre",1,NA,NA,1,NA
"2540","région","volontaire",1,NA,NA,1,NA
"2541","contribution","spécifique",1,NA,NA,1,NA
"2542","transport","routier",1,NA,NA,1,NA
"2543","meilleur","prendre",1,NA,NA,1,NA
"2544","infrastructure","routier",1,NA,NA,1,NA
"2545","externalité","négatif",1,NA,NA,1,NA
"2546","nouveau","zone",1,NA,NA,1,NA
"2547","ligne","intérieur",1,NA,NA,1,NA
"2548","mesure","emblématique",1,NA,NA,1,NA
"2549","ligne","aérien",1,NA,NA,1,NA
"2550","aérien","intérieur",1,NA,NA,1,NA
"2551","convention","citoyen",1,NA,NA,1,NA
"2552","vol","intérieur",1,NA,NA,1,NA
"2553","new","order",1,NA,NA,1,NA
"2554","enfant","métisse",1,NA,NA,1,NA
"2555","intre","bionique",1,NA,NA,1,NA
"2556","petit","réflexion",1,NA,NA,1,NA
"2557","direct","lif",1,NA,NA,1,NA
"2558","bon","volonté",1,NA,NA,1,NA
"2559","excellent","travail",1,NA,NA,1,NA
"2560","chose","me",1,NA,NA,1,NA
"2561","me","turlupin",1,NA,NA,1,NA
"2562","turlupin","cela-dit",1,NA,NA,1,NA
"2563","profond","perte",1,NA,NA,1,NA
"2564","deuxième","vague",1,NA,NA,1,NA
"2565","troisième","vague",1,NA,NA,1,NA
"2566","premier","trimestre",1,NA,NA,1,NA
"2567","téléphone","5G",1,NA,NA,1,NA
"2568","barrière","hémato-encéphalique",1,NA,NA,1,NA
"2569","double","effet",1,NA,NA,1,NA
"2570","effet","kiss-cool",1,NA,NA,1,NA
"2571","vrai","génocide",1,NA,NA,1,NA
"2572","génocide","planétaire",1,NA,NA,1,NA
"2573","eugéniste","psychopathe",1,NA,NA,1,NA
"2574","grand","reset",1,NA,NA,1,NA
"2575","monnaie","unique",1,NA,NA,1,NA
"2576","unique","numérique",1,NA,NA,1,NA
"2577","brio","tout",1,NA,NA,1,NA
"2578","placardage","médiatique",1,NA,NA,1,NA
"2579","média","mainstream",1,NA,NA,1,NA
"2580","haut","point",1,NA,NA,1,NA
"2581","récupération","médiatique",1,NA,NA,1,NA
"2582","perte","complet",1,NA,NA,1,NA
"2583","dernier","mot",1,NA,NA,1,NA
"2584","média","corrompre",1,NA,NA,1,NA
"2585","véhicule","ancien",1,NA,NA,1,NA
"2586","nouveau","taxe",1,NA,NA,1,NA
"2587","an","dernier",1,NA,NA,1,NA
"2588","fibre","environnemental",1,NA,NA,1,NA
"2589","grand","Reset",1,NA,NA,1,NA
"2590","génocide","vaccinal",1,NA,NA,1,NA
"2591","dictature","sanitaire",1,NA,NA,1,NA
"2592","vrai","monde",1,NA,NA,1,NA
"2593","pass","éco",1,NA,NA,1,NA
"2594","film","australien",1,NA,NA,1,NA
"2595","animateur","radio",1,NA,NA,1,NA
"2596","événement","réel",1,NA,NA,1,NA
"2597","outil","dictatorial",1,NA,NA,1,NA
"2598","terrain","agricole",1,NA,NA,1,NA
"2599","programme","mondialiste",1,NA,NA,1,NA
"2600","fou","psychopathe",1,NA,NA,1,NA
"2601","clair","net",1,NA,NA,1,NA
"2602","même","endroit",1,NA,NA,1,NA
"2603","surveillance","participatif",1,NA,NA,1,NA
"2604","manière","passif",1,NA,NA,1,NA
"2605","établissement","scolaire",1,NA,NA,1,NA
"2606","lieu","sain",1,NA,NA,1,NA
"2607","tre","futur",1,NA,NA,1,NA
"2608","guerre","froid",1,NA,NA,1,NA
"2609","froid","sino-américain",1,NA,NA,1,NA
"2610","révolution","technologique",1,NA,NA,1,NA
"2611","appareil","électroménager",1,NA,NA,1,NA
"2612","https://www.youtube.com/watch?v=z9v5THqnKCg","charte",1,NA,NA,1,NA
"2613","ministère","fédéral",1,NA,NA,1,NA
"2614","fédéral","allemand",1,NA,NA,1,NA
"2615","sécurité","nucléaire",1,NA,NA,1,NA
"2616","part","effrayant",1,NA,NA,1,NA
"2617","programme","actuel",1,NA,NA,1,NA
"2618","vision","sociétal",1,NA,NA,1,NA
"2619","manière","optimal",1,NA,NA,1,NA
"2620","nouveau","appareil",1,NA,NA,1,NA
"2621","propre","énergie",1,NA,NA,1,NA
"2622","grand","centrale",1,NA,NA,1,NA
"2623","centrale","électrique",1,NA,NA,1,NA
"2624","train","particulier",1,NA,NA,1,NA
"2625","meilleur","donnée",1,NA,NA,1,NA
"2626","manière","omniprésent",1,NA,NA,1,NA
"2627","monnaie","courante.",1,NA,NA,1,NA
"2628","société","post-vote",1,NA,NA,1,NA
"2629","donnée","comportemental",1,NA,NA,1,NA
"2630","rétroaction","social",1,NA,NA,1,NA
"2631","https://www.thelastamericanvagabond.com/understanding-the-dangers-of-innovation-zones-and-smart-citie","ville",1,NA,NA,1,NA
"2632","croissance","économique",1,NA,NA,1,NA
"2633","autre","partenariat",1,NA,NA,1,NA
"2634","partenariat","international",1,NA,NA,1,NA
"2635","international","public-privé",1,NA,NA,1,NA
"2636","nouveau","effort",1,NA,NA,1,NA
"2637","ligne","directrice",1,NA,NA,1,NA
"2638","directrice","universel",1,NA,NA,1,NA
"2639","norme","mondial",1,NA,NA,1,NA
"2640","grand","transparence",1,NA,NA,1,NA
"2641","meilleur","pratique",1,NA,NA,1,NA
"2642","plein","essor",1,NA,NA,1,NA
"2643","réseau","mondial",1,NA,NA,1,NA
"2644","constant","expansion",1,NA,NA,1,NA
"2645","préoccupation","croissant",1,NA,NA,1,NA
"2646","autre","risque",1,NA,NA,1,NA
"2647","bon","gouvernance",1,NA,NA,1,NA
"2648","défi","important",1,NA,NA,1,NA
"2649","principal","organisation",1,NA,NA,1,NA
"2650","nouveau","feuille",1,NA,NA,1,NA
"2651","route","politique",1,NA,NA,1,NA
"2652","initiative","clé",1,NA,NA,1,NA
"2653","secteur","immobilier",1,NA,NA,1,NA
"2654","partisan","majeur",1,NA,NA,1,NA
"2655","vision","technologique",1,NA,NA,1,NA
"2656","racisme","systémique",1,NA,NA,1,NA
"2657","«zone","économique",1,NA,NA,1,NA
"2658","économique","spécial",1,NA,NA,1,NA
"2659","monde","interactif",1,NA,NA,1,NA
"2660","technologique","avancé",1,NA,NA,1,NA
"2661","publication","précédent",1,NA,NA,1,NA
"2662","propre","idée",1,NA,NA,1,NA
"2663","cérébrale","implantable",1,NA,NA,1,NA
"2664","mauvais","direction",1,NA,NA,1,NA
"2665","relation","hiérarchique",1,NA,NA,1,NA
"2666","relation","sain",1,NA,NA,1,NA
"2667","population","générique",1,NA,NA,1,NA
"2668","universal","social",1,NA,NA,1,NA
"2669","manière","efficace",1,NA,NA,1,NA
"2670","domination","social",1,NA,NA,1,NA
"2671","symbole","totalitaire",1,NA,NA,1,NA
"2672","vêtement","spécial",1,NA,NA,1,NA
"2673","société","instrumental",1,NA,NA,1,NA
"2674","certain","manière",1,NA,NA,1,NA
"2675","même","histoire",1,NA,NA,1,NA
"2676","ferveur","médiatique",1,NA,NA,1,NA
"2677","milice","ukro-nazi",1,NA,NA,1,NA
"2678","horreur","possible",1,NA,NA,1,NA
"2679","premier","round",1,NA,NA,1,NA
"2680","promotionnel","autre",1,NA,NA,1,NA
"2681","traduction","possible",1,NA,NA,1,NA
"2682","inflation","général",1,NA,NA,1,NA
"2683",":l","voiture",1,NA,NA,1,NA
"2684","seul","source",1,NA,NA,1,NA
"2685","source","énergétique",1,NA,NA,1,NA
"2686","autonomie","moindre",1,NA,NA,1,NA
"2687","classe","privilégié",1,NA,NA,1,NA
"2688","but","final",1,NA,NA,1,NA
"2689","transport","collectif",1,NA,NA,1,NA
"2690",":lien","autre",1,NA,NA,1,NA
"2691","autre","lien",1,NA,NA,1,NA
"2692","entreprise","israélien",1,NA,NA,1,NA
"2693","tristement","célèbre",1,NA,NA,1,NA
"2694","célèbre","article",1,NA,NA,1,NA
"2695","grand","préoccupation",1,NA,NA,1,NA
"2696","communauté","autonomes",1,NA,NA,1,NA
"2697","futur","dictature",1,NA,NA,1,NA
"2698","p'tit","chinoiserie",1,NA,NA,1,NA
"2699","nouveau","démocratie",1,NA,NA,1,NA
"2700","production","nanographique",1,NA,NA,1,NA
"2701","mégalopole","californien",1,NA,NA,1,NA
"2702","acteur","principal",1,NA,NA,1,NA
"2703","4iême","révolution",1,NA,NA,1,NA
"2704","religion","mondial",1,NA,NA,1,NA
"2705","phase","terminal",1,NA,NA,1,NA
"2706","même","date",1,NA,NA,1,NA
"2707","beau","soirer",1,NA,NA,1,NA
"2708","excellent","question",1,NA,NA,1,NA
"2709","mode","warm-up",1,NA,NA,1,NA
"2710","moment","neanmoins",1,NA,NA,1,NA
"2711","civilisation","actuel",1,NA,NA,1,NA
"2712","gouvernement","profond",1,NA,NA,1,NA
"2713","coef","social",1,NA,NA,1,NA
"2714","jeune","leader",1,NA,NA,1,NA
"2715","canal","https://t.me/dzaleumedia",1,NA,NA,1,NA
"2716","voiture","grand",1,NA,NA,1,NA
"2717","prétendu","lutte",1,NA,NA,1,NA
"2718","prétendu","réchauffement",1,NA,NA,1,NA
"2719","excellent","exemple",1,NA,NA,1,NA
"2720","protection","public",1,NA,NA,1,NA
"2721","grand","écart",1,NA,NA,1,NA
"2722","nouveau","âge",1,NA,NA,1,NA
"2723","nouveau","statut",1,NA,NA,1,NA
"2724","nouveau","groupe",1,NA,NA,1,NA
"2725","programme","controversé",1,NA,NA,1,NA
"2726","premier","minute",1,NA,NA,1,NA
"2727","documentaire","complet",1,NA,NA,1,NA
"2728","adresse","suivant",1,NA,NA,1,NA
"2729","tyrannie","mondialiste",1,NA,NA,1,NA
"2730","faux","récir",1,NA,NA,1,NA
"2731","enfermement","perpétuel",1,NA,NA,1,NA
"2732","perpétuel","futur",1,NA,NA,1,NA
"2733","moindre","fait",1,NA,NA,1,NA
"2734","technologie","numérique",1,NA,NA,1,NA
"2735","autre","mécanisme",1,NA,NA,1,NA
"2736","résistance","montant",1,NA,NA,1,NA
"2737","catastrophe","météorologique",1,NA,NA,1,NA
"2738","météorologique","géo-ingénierie",1,NA,NA,1,NA
"2739","retraite","gérer",1,NA,NA,1,NA
"2740","domination","oligarchique",1,NA,NA,1,NA
"2741","oligarchique","technocratique",1,NA,NA,1,NA
"2742","premier","jour",1,NA,NA,1,NA
"2743","CoincidencesMilitaires","policepourlaverite",1,NA,NA,1,NA
"2744","policepourlaverite","police-pour-la-verite.org",1,NA,NA,1,NA
"2745","lettre","jargonnant",1,NA,NA,1,NA
"2746","nature","éphémère",1,NA,NA,1,NA
"2747","information","important",1,NA,NA,1,NA
"2748","important","relatif",1,NA,NA,1,NA
"2749","beau","temps",1,NA,NA,1,NA
"2750","juteux","contrat",1,NA,NA,1,NA
"2751","clause","secret",1,NA,NA,1,NA
"2752","directeur","médical",1,NA,NA,1,NA
"2753","même","actionnaire",1,NA,NA,1,NA
"2754","nouveau","orientation",1,NA,NA,1,NA
"2755","communication","moderne",1,NA,NA,1,NA
"2756","rand","jour",1,NA,NA,1,NA
"2757","an","victime",1,NA,NA,1,NA
"2758","même","cause",1,NA,NA,1,NA
"2759","même","effet",1,NA,NA,1,NA
"2760","parfait","santé",1,NA,NA,1,NA
"2761","religion","sacrificiel",1,NA,NA,NA,1
"2762","nombreux","phénomène",1,NA,NA,NA,1
"2763","phénomène","social",1,NA,NA,NA,1
"2764","angle","religieux",1,NA,NA,NA,1
"2765","groupe","humain",1,NA,NA,NA,1
"2766","pratique","commun",1,NA,NA,NA,1
"2767","châtiment","terrible",1,NA,NA,NA,1
"2768","mâle","blanc",1,NA,NA,NA,1
"2769","blanc","hétérosexuel",1,NA,NA,NA,1
"2770","vision","eschatologique",1,NA,NA,NA,1
"2771","apocalypse","climatique",1,NA,NA,NA,1
"2772","activiste","trans",1,NA,NA,NA,1
"2773","privilège","blanc",1,NA,NA,NA,1
"2774","logique","sacrificiel",1,NA,NA,NA,1
"2775","religion","non-chrétien",1,NA,NA,NA,1
"2776","bouc","émissaire",1,NA,NA,NA,1
"2777","approche","social",1,NA,NA,NA,1
"2778","pensée","chrétien",1,NA,NA,NA,1
"2779","défense","immunitaire",1,NA,NA,NA,1
"2780","vrai","foi",1,NA,NA,NA,1
"2781","croyance","religieux",1,NA,NA,NA,1
"2782","rejet",",en",1,NA,NA,NA,1
"2783",",en","partie",1,NA,NA,NA,1
"2784","propagande","anti-catholique",1,NA,NA,NA,1
"2785","anti-catholique","permanent",1,NA,NA,NA,1
"2786","développement","personnel",1,NA,NA,NA,1
"2787","combat","spirituel",1,NA,NA,NA,1
"2788","fau","prophète",1,NA,NA,NA,1
"2789","fausse","doctrin",1,NA,NA,NA,1
"2790","porte","étroit",1,NA,NA,NA,1
"2791","tout","tout",1,NA,NA,2,1
"2792","tout","grand",1,NA,NA,NA,1
"2793","grand","merci",1,NA,NA,NA,1
"2794","expert","international",1,NA,NA,NA,1
"2795","fonctionnement","naturel",1,NA,NA,NA,1
"2796","apiculture","juste",1,NA,NA,NA,1
"2797","19e","siècle",1,NA,NA,NA,1
"2798","enseignement","apicole",1,NA,NA,NA,1
"2799","tournant","majeur",1,NA,NA,NA,1
"2800","enseignement","universitaire",1,NA,NA,NA,1
"2801","animal","colonie",1,NA,NA,NA,1
"2802","certain","étroitesse",1,NA,NA,NA,1
"2803","projection","anthropomorphique",1,NA,NA,NA,1
"2804","autre","concept",1,NA,NA,NA,1
"2805","monde","animal",1,NA,NA,NA,1
"2806","équitation","militaire",1,NA,NA,NA,1
"2807","nouveau","perspective",1,NA,NA,NA,1
"2808","seul","organisme",1,NA,NA,NA,1
"2809","part","entier",1,NA,NA,NA,1
"2810","véritable","voie",1,NA,NA,NA,1
"2811","élevage","brutal",1,NA,NA,NA,1
"2812","règle","apicole",1,NA,NA,NA,1
"2813","sous-espèce","local",1,NA,NA,NA,1
"2814","dérive","génétique",1,NA,NA,NA,1
"2815","pratique","ahurissant",1,NA,NA,NA,1
"2816","sous-espèce","natif",1,NA,NA,NA,1
"2817","fécondation","artificiel",1,NA,NA,NA,1
"2818","même","moyen",1,NA,NA,NA,1
"2819","nourriture","organique",1,NA,NA,NA,1
"2820","organique","normal",1,NA,NA,NA,1
"2821","transition","vert",1,NA,NA,NA,1
"2822","nouveau","idéologie",1,NA,NA,NA,1
"2823","idéologie","fou",1,NA,NA,NA,1
"2824","seul","nourriture",1,NA,NA,NA,1
"2825","religions","existants",1,NA,NA,NA,1
"2826","conspiration","mondial",1,NA,NA,NA,1
"2827","présent","ouvrage",1,NA,NA,NA,1
"2828","lecture","essentiel",1,NA,NA,NA,1
"2829","haut","élite",1,NA,NA,NA,1
"2830","milieu","financier",1,NA,NA,NA,1
"2831","enquête","chirurgical",1,NA,NA,NA,1
"2832","conspiration","Luciférienne",1,NA,NA,NA,1
"2833","parfait","contrôle",1,NA,NA,NA,1
"2834","asservissement","total",1,NA,NA,NA,1
"2835","seul","gouvernement",1,NA,NA,NA,1
"2836","seul","roi",1,NA,NA,NA,1
"2837","dirigeant","maçonnique",1,NA,NA,NA,1
"2838","célèbre","lettre",1,NA,NA,NA,1
"2839","profond","complot",1,NA,NA,NA,1
"2840","grand","publique",1,NA,NA,NA,1
"2841","personne","possible",1,NA,NA,NA,1
"2842","système","énergétique",1,NA,NA,NA,1
"2843","énergétique","mondial",1,NA,NA,NA,1
"2844","film","fantastique",1,NA,NA,NA,1
