"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"17691","own","existence",1,NA,NA,NA,1
"17692","spot","bc",1,NA,NA,NA,1
"17693","generous","pollen",1,NA,NA,NA,1
"17694","many","ailment",1,NA,NA,NA,1
"17695","gastrointestinal","disorder",1,NA,NA,NA,1
"17696","australian","grain",1,NA,NA,NA,1
"17697","grain","farmer",1,NA,NA,NA,1
"17698","australian","cricket",1,NA,NA,NA,1
"17699","cricket","team",1,NA,NA,NA,1
"17700","Week","cricket",1,NA,NA,NA,1
"17701","cricket","tour",1,NA,NA,NA,1
"17702","ethical","concern",1,NA,NA,NA,1
"17703","Impoverished","State",1,NA,NA,NA,1
"17704","daily","protest",1,NA,NA,NA,1
"17705","australian","Cricketer",1,NA,NA,NA,1
"17706","election","next",1,NA,NA,NA,1
"17707","next","Mth",1,NA,NA,NA,1
"17708","traditional","owner",1,NA,NA,NA,1
"17709","billionaire","friend",1,NA,NA,NA,1
"17710","billionaire","cult",1,NA,NA,NA,1
"17711","toxic","Gmo",1,NA,NA,NA,1
"17712","Gmo","food",1,NA,NA,NA,1
"17713","nauseating","insect",1,NA,NA,NA,1
"17714","benefit","‼️",1,NA,NA,NA,1
"17715","lavender","aromatherapy",1,NA,NA,NA,1
"17716","free","alternative",1,NA,NA,NA,1
"17717","muscle","ach",1,NA,NA,NA,1
"17718","menstrual","cramp",1,NA,NA,NA,1
"17719","‼️","💛Study",1,NA,NA,NA,1
"17720","lavender","oil",1,NA,NA,NA,1
"17721","stress","relief",1,NA,NA,NA,1
"17722","Anti-tumor","potential",1,NA,NA,NA,1
"17723","head","lice",1,NA,NA,NA,1
"17724","lice","treatment",1,NA,NA,NA,1
"17725","Antimicrobial","property",1,NA,NA,NA,1
"17726","Antioxidant","property",1,NA,NA,NA,1
"17727","live","stream",1,NA,NA,NA,1
"17728","other","account",1,NA,NA,NA,1
"17729","final","part",1,NA,NA,NA,1
"17730","further","update",1,NA,NA,NA,1
"17731","Artificial","meat",1,NA,NA,NA,1
"17732","meat","company",1,NA,NA,NA,1
"17733","artifical","meat",1,NA,NA,NA,1
"17734","organic","home",1,NA,NA,NA,1
"17735","insect","eater",1,NA,NA,NA,1
"17736","gettr.com/user/aussiearamean","scientist",1,NA,NA,NA,1
"17737","major","cause",1,NA,NA,NA,1
"17738","Insect","bread",1,NA,NA,NA,1
"17739","mangiare","nello",1,NA,NA,NA,1
"17740","nello","studio",1,NA,NA,NA,1
"17741","studio","delle",1,NA,NA,NA,1
"17742","valutare","l'appetito",1,NA,NA,NA,1
"17743","l'appetito","dei",1,NA,NA,NA,1
"17744","dei","giovani",1,NA,NA,NA,1
"17745","bambini","verrà",1,NA,NA,NA,1
"17746","un","prodotto",1,NA,NA,NA,1
"17747","prodotto","chiamato",1,NA,NA,NA,1
"17748","disgusting","🇬🇧British",1,NA,NA,NA,1
"17749","🇬🇧British","school",1,NA,NA,NA,1
"17750","chilling","school",1,NA,NA,NA,1
"17751","🍽lunch","plate",1,NA,NA,NA,1
"17752","beetle","Bolognese",1,NA,NA,NA,1
"17753","insect","big",1,NA,NA,NA,1
"17754","weakest","link",1,NA,NA,NA,1
"17755","normalising","bullying",1,NA,NA,NA,1
"17756","maskless","shopper",1,NA,NA,NA,1
"17757","bugfood","#trudeaufortreason",1,NA,NA,NA,1
"17758","#trudeaufortreason","#feedingbugstokid",1,NA,NA,NA,1
"17759","cricket","#clownworld",1,NA,NA,NA,1
"17760","brainwashing","child",1,NA,NA,NA,1
"17761","spaghetti","bolognese",1,NA,NA,NA,1
"17762","child","cricket",1,NA,NA,NA,1
"17763","mail","Online",1,NA,NA,NA,1
"17764","https://www.dailymail.co.uk/sciencetech/article-10867737/Scientists-plan-feed-primary-school-children-crickets-mealworms-make-UK-greener.html","subscribe",1,NA,NA,NA,1
"17765","thing","cite",1,NA,NA,NA,1
"17766","child","locusts",1,NA,NA,NA,1
"17767","white","propaganda",1,NA,NA,NA,1
"17768","capsule","form",1,NA,NA,NA,1
"17769","tap","water",1,NA,NA,NA,1
"17770","factory","worker",1,NA,NA,NA,1
"17771","social","worker",1,NA,NA,NA,1
"17772","traffic","warden",1,NA,NA,NA,1
"17773","chemist","worker",1,NA,NA,NA,1
"17774","school","worker",1,NA,NA,NA,1
"17775","football","fan",1,NA,NA,NA,1
"17776","drip","ticktock",1,NA,NA,NA,1
"17777","food","crisi",1,NA,NA,NA,1
"17778","ide","shipping",1,NA,NA,NA,1
"17779","shipping","disrupt",1,NA,NA,NA,1
"17780","brutal","coronavirus",1,NA,NA,NA,1
"17781","coronavirus","lockdown",1,NA,NA,NA,1
"17782","deliberate","famine",1,NA,NA,NA,1
"17783","public","military",1,NA,NA,NA,1
"17784","military","website",1,NA,NA,NA,1
"17785","bug","vector",1,NA,NA,NA,1
"17786","potential","natural",1,NA,NA,NA,1
"17787","⬇️","https://www.darpa.mil/program/insect-ally",1,NA,NA,NA,1
"17788","insect","armie",1,NA,NA,NA,1
"17789","Offensive","activity",1,NA,NA,NA,1
"17790","offensive","biological",1,NA,NA,NA,1
"17791","biological","research",1,NA,NA,NA,1
"17792","world","powers",1,NA,NA,NA,1
"17793","defensive","biological",1,NA,NA,NA,1
"17794","militaristic","implication",1,NA,NA,NA,1
"17795","many","bridge",1,NA,NA,NA,1
"17796","juicy","passage",1,NA,NA,NA,1
"17797","real","potential",1,NA,NA,NA,1
"17798","build","bio",1,NA,NA,NA,1
"17799","bio","-lab",1,NA,NA,NA,1
"17800","potential","biological",1,NA,NA,NA,1
"17801","weapon","threat",1,NA,NA,NA,1
"17802","biological","experiment",1,NA,NA,NA,1
"17803","human","safety",1,NA,NA,NA,1
"17804","natural","ethic",1,NA,NA,NA,1
"17805","weapon","convention",1,NA,NA,NA,1
"17806","media","expert",1,NA,NA,NA,1
"17807","expert","sure",1,NA,NA,NA,1
"17808","insect","project",1,NA,NA,NA,1
"17809","great","information",1,NA,NA,NA,1
"17810","insect","damage",1,NA,NA,NA,1
"17811","organic","vegetable",1,NA,NA,NA,1
"17812","top","garden",1,NA,NA,NA,1
"17813","garden","pest",1,NA,NA,NA,1
"17814","top","honors",1,NA,NA,NA,1
"17815","bothersome","pest",1,NA,NA,NA,1
"17816","trouble","year",1,NA,NA,NA,1
"17817","control","measure",1,NA,NA,NA,1
"17818","iron","phosphate",1,NA,NA,NA,1
"17819","phosphate","bait",1,NA,NA,NA,1
"17820","eggshell","barrier",1,NA,NA,NA,1
"17821","percent","failure",1,NA,NA,NA,1
"17822","easy","home",1,NA,NA,NA,1
"17823","home","remedy",1,NA,NA,NA,1
"17824","widespread","support",1,NA,NA,NA,1
"17825","beer","trap",1,NA,NA,NA,1
"17826","serious","squash",1,NA,NA,NA,1
"17827","bug","problem",1,NA,NA,NA,1
"17828","most","gardener",1,NA,NA,NA,1
"17829","primary","defense",1,NA,NA,NA,1
"17830","infested","plant",1,NA,NA,NA,1
"17831","bug","life",1,NA,NA,NA,1
"17832","bug","management",1,NA,NA,NA,1
"17833","best","control",1,NA,NA,NA,1
"17834","egg","cluster",1,NA,NA,NA,1
"17835","juvenile","squash",1,NA,NA,NA,1
"17836","cover","users",1,NA,NA,NA,1
"17837","watch","list",1,NA,NA,NA,1
"17838","various","control",1,NA,NA,NA,1
"17839","active","intervention",1,NA,NA,NA,1
"17840","plant","part",1,NA,NA,NA,1
"17841","insecticidal","soap",1,NA,NA,NA,1
"17842","passive","method",1,NA,NA,NA,1
"17843","several","reader",1,NA,NA,NA,1
"17844","sweet","alyssum",1,NA,NA,NA,1
"17845","other","flower",1,NA,NA,NA,1
"17846","carefree","flower",1,NA,NA,NA,1
"17847","survey","respondent",1,NA,NA,NA,1
"17848","control","methods",1,NA,NA,NA,1
"17849","crop","rotation",1,NA,NA,NA,1
"17850","resistant","variety",1,NA,NA,NA,1
"17851","few","variety",1,NA,NA,NA,1
"17852","moschata","varietie",1,NA,NA,NA,1
"17853","solid","stem",1,NA,NA,NA,1
"17854","summer","squash",1,NA,NA,NA,1
"17855","yellow","crookneck",1,NA,NA,NA,1
"17856","op","variety",1,NA,NA,NA,1
"17857","supplemental","root",1,NA,NA,NA,1
"17858","many","gardener",1,NA,NA,NA,1
"17859","gardener","dump",1,NA,NA,NA,1
"17860","dump","soil",1,NA,NA,NA,1
"17861","main","stem",1,NA,NA,NA,1
"17862","backup","root",1,NA,NA,NA,1
"17863","-six","percent",1,NA,NA,NA,1
"17864","unwelcome","company",1,NA,NA,NA,1
"17865","popular","control",1,NA,NA,NA,1
"17866","trap","crop",1,NA,NA,NA,1
"17867","pepper","spray",1,NA,NA,NA,1
"17868","milky","spore",1,NA,NA,NA,1
"17869","spore","disease",1,NA,NA,NA,1
"17870","high","failure",1,NA,NA,NA,1
"17871","senior","scientist",1,NA,NA,NA,1
"17872","bread","tht",1,NA,NA,NA,1
"17873","outof","cricket",1,NA,NA,NA,1
"17874","bug","thing",1,NA,NA,NA,1
"17875","video","other",1,NA,NA,NA,1
"17876","Yt","link",1,NA,NA,NA,1
"17877","match","box",1,NA,NA,NA,1
"17878","очень","хотят",1,NA,NA,NA,1
"17879","чтобы","вы",1,NA,NA,NA,1
"17880","ели","жуков",1,NA,NA,NA,1
"17881","которых","они",1,NA,NA,NA,1
"17882","они","не",1,NA,NA,NA,1
"17883","не","собираются",1,NA,NA,NA,1
"17884","собираются","есть",1,NA,NA,NA,1
"17885","Чтобы","вы",1,NA,NA,NA,1
"17886","ели","кузнейчиков",1,NA,NA,NA,1
"17887","кузнейчиков","и",1,NA,NA,NA,1
"17888","и","опарышей",1,NA,NA,NA,1
"17889","Пища","богов",1,NA,NA,NA,1
"17890","богов","с",1,NA,NA,NA,1
"17891","с","рогами",1,NA,NA,NA,1
"17892","jewish","folk",1,NA,NA,NA,1
"17893","few","chickens",1,NA,NA,NA,1
"17894","ordinary","fruit",1,NA,NA,NA,1
"17895","curious","history",1,NA,NA,NA,1
"17896","slaughtered","wasp",1,NA,NA,NA,1
"17897","red","-hued",1,NA,NA,NA,1
"17898","-hued","bud",1,NA,NA,NA,1
"17899","single","nut",1,NA,NA,NA,1
"17900","single","seed",1,NA,NA,NA,1
"17901","several","branch",1,NA,NA,NA,1
"17902","characteristic","crunchy",1,NA,NA,NA,1
"17903","crunchy","texture",1,NA,NA,NA,1
"17904","amazing","thing",1,NA,NA,NA,1
"17905","special","pollination",1,NA,NA,NA,1
"17906","pollination","process",1,NA,NA,NA,1
"17907","most","fig",1,NA,NA,NA,1
"17908","fig","variety",1,NA,NA,NA,1
"17909","part","non-genetic",1,NA,NA,NA,1
"17910","pollinator🧚🏻","‍♀️",1,NA,NA,NA,1
"17911","carbon-intensive","purchase",1,NA,NA,NA,1
"17912","use","equal",1,NA,NA,NA,1
"17913","part","milk",1,NA,NA,NA,1
"17914","affect","leave",1,NA,NA,NA,1
"17915","good","deterrent",1,NA,NA,NA,1
"17916","deterrent","sticky",1,NA,NA,NA,1
"17917","sticky","spray",1,NA,NA,NA,1
"17918","weak","tea",1,NA,NA,NA,1
"17919","more","potent",1,NA,NA,NA,1
"17920","table","spoon",1,NA,NA,NA,1
"17921","dishwashing","detergent",1,NA,NA,NA,1
"17922","air","tight",1,NA,NA,NA,1
"17923","tight","bottle",1,NA,NA,NA,1
"17924","stem","surface",1,NA,NA,NA,1
"17925","mild","fungicide",1,NA,NA,NA,1
"17926","pwe","boil",1,NA,NA,NA,1
"17927","chamomile","tea",1,NA,NA,NA,1
"17928","tea","bag",1,NA,NA,NA,1
"17929","cool","use",1,NA,NA,NA,1
"17930","pyrethrum","flower",1,NA,NA,NA,1
"17931","hot","soapy",1,NA,NA,NA,1
"17932","soapy","water",1,NA,NA,NA,1
"17933","fresh","chilly",1,NA,NA,NA,1
"17934","stomach","poison",1,NA,NA,NA,1
"17935","ant","trails",1,NA,NA,NA,1
"17936","kitchen","shelve",1,NA,NA,NA,1
"17937","ant","repellent",1,NA,NA,NA,1
"17938","several","hour",1,NA,NA,NA,1
"17939","part","braw",1,NA,NA,NA,1
"17940","pungent","quality",1,NA,NA,NA,1
"17941","good","aphid",1,NA,NA,NA,1
"17942","General","repellent",1,NA,NA,NA,1
"17943","rhubarb","leave",1,NA,NA,NA,1
"17944","liquid","soap",1,NA,NA,NA,1
"17945","water.Oil","spray",1,NA,NA,NA,1
"17946","sensitive","plant",1,NA,NA,NA,1
"17947","plant","sample",1,NA,NA,NA,1
"17948","shade","temperature",1,NA,NA,NA,1
"17949","spray","such",1,NA,NA,NA,1
"17950","wettable","sulfur",1,NA,NA,NA,1
"17951","lime","sulfur",1,NA,NA,NA,1
"17952","Insecticidal","POTASSIUm",1,NA,NA,NA,1
"17953","potassium","soap",1,NA,NA,NA,1
"17954","high","salt",1,NA,NA,NA,1
"17955","salt","content",1,NA,NA,NA,1
"17956","susceptible","insects",1,NA,NA,NA,1
"17957","insects","desiccate",1,NA,NA,NA,1
"17958","target","insect",1,NA,NA,NA,1
"17959","direct","contact",1,NA,NA,NA,1
"17960","good","coverage",1,NA,NA,NA,1
"17961","optimum","result",1,NA,NA,NA,1
"17962","Susceptible","insects",1,NA,NA,NA,1
"17963","soap","product",1,NA,NA,NA,1
"17964","product","available",1,NA,NA,NA,1
"17965","garden","market",1,NA,NA,NA,1
"17966","aphid","-mite",1,NA,NA,NA,1
"17967","-mite","spray",1,NA,NA,NA,1
"17968","natural","insecticide",1,NA,NA,NA,1
"17969","meally","bug",1,NA,NA,NA,1
"17970","erradicant","fungicide",1,NA,NA,NA,1
"17971","various","fungal",1,NA,NA,NA,1
"17972","grape","leaf",1,NA,NA,NA,1
"17973","leaf","blister",1,NA,NA,NA,1
"17974","blister","mite",1,NA,NA,NA,1
"17975","white","louse",1,NA,NA,NA,1
"17976","louse","scale",1,NA,NA,NA,1
"17977","citrus","rust",1,NA,NA,NA,1
"17978","rust","mite",1,NA,NA,NA,1
"17979","citrus","buld",1,NA,NA,NA,1
"17980","buld","mite",1,NA,NA,NA,1
"17981","Wettable","sulfur",1,NA,NA,NA,1
"17982","various","other",1,NA,NA,NA,1
"17983","copper","oxychloride",1,NA,NA,NA,1
"17984","various","disease",1,NA,NA,NA,1
"17985","various","fruit",1,NA,NA,NA,1
"17986","tomatoes.Lime","yosulfu",1,NA,NA,NA,1
"17987","air","temperature",1,NA,NA,NA,1
"17988","copper","spray",1,NA,NA,NA,1
"17989","same","season",1,NA,NA,NA,1
"17990","Condy","Crystal",1,NA,NA,NA,1
"17991","potassium","permanganate",1,NA,NA,NA,1
"17992","Condy","crystal",1,NA,NA,NA,1
"17993","plant","foliage",1,NA,NA,NA,1
"17994","contact","spray",1,NA,NA,NA,1
"17995","slugs.Condies","crystal",1,NA,NA,NA,1
"17996","crystal","spray",1,NA,NA,NA,1
"17997","condy","crystal",1,NA,NA,NA,1
"17998","warm","water",1,NA,NA,NA,1
"17999","petroleum","oil",1,NA,NA,NA,1
"18000","feeding","deterrent",1,NA,NA,NA,1
"18001","grasshoppers.Molass","spray",1,NA,NA,NA,1
"18002","root","galling",1,NA,NA,NA,1
"18003","nematode","reproduction",1,NA,NA,NA,1
"18004","square","metre",1,NA,NA,NA,1
"18005","part","full",1,NA,NA,NA,1
"18006","full","cream",1,NA,NA,NA,1
"18007","cream","milk",1,NA,NA,NA,1
"18008","disease","powdery",1,NA,NA,NA,1
"18009","Powdery","mildew",1,NA,NA,NA,1
"18010","cucurbit","crop",1,NA,NA,NA,1
"18011","stink","bug",1,NA,NA,NA,1
"18012","part","vinegar",1,NA,NA,NA,1
"18013","general","pest",1,NA,NA,NA,1
"18014","pest","deterrent",1,NA,NA,NA,1
"18015","small","hot",1,NA,NA,NA,1
"18016","medium","onion",1,NA,NA,NA,1
"18017","labelled","glass",1,NA,NA,NA,1
"18018","glass","jars.Use",1,NA,NA,NA,1
"18019","ml","water",1,NA,NA,NA,1
"18020","other","tree",1,NA,NA,NA,1
"18021","bitter","medicinal",1,NA,NA,NA,1
"18022","medicinal","decoction",1,NA,NA,NA,1
"18023","boil","chip",1,NA,NA,NA,1
"18024","collect","water",1,NA,NA,NA,1
"18025","water","mixture",1,NA,NA,NA,1
"18026","many","small",1,NA,NA,NA,1
"18027","weak","solution",1,NA,NA,NA,1
"18028","water","soluble",1,NA,NA,NA,1
"18029","soluble","glue",1,NA,NA,NA,1
"18030","similar","effect",1,NA,NA,NA,1
"18031","clog","spray",1,NA,NA,NA,1
"18032","spray","nozzle",1,NA,NA,NA,1
"18033","spray","Boil",1,NA,NA,NA,1
"18034","affect","plant",1,NA,NA,NA,1
"18035","most","effective",1,NA,NA,NA,1
"18036","stronger","spray",1,NA,NA,NA,1
"18037","natural","spray",1,NA,NA,NA,1
"18038","natural","balance",1,NA,NA,NA,1
"18039","use","spray",1,NA,NA,NA,1
"18040","japanese","waxwing",1,NA,NA,NA,1
"18041","small","passerine",1,NA,NA,NA,1
"18042","passerine","bird",1,NA,NA,NA,1
"18043","more","interesting",1,NA,NA,NA,1
"18044","interesting","content",1,NA,NA,NA,1
"18045","YouVilEatZeBugs","🦗",1,NA,NA,NA,1
"18046","cricket","🦎",1,NA,NA,NA,1
"18047","🦎","subscribe",1,NA,NA,NA,1
"18048","subscribe","here❗",1,NA,NA,NA,1
"18049","here❗","https://t.me/OrganicNewsUk",1,NA,NA,NA,1
"18050","https://t.me/OrganicNewsUk","Future",1,NA,NA,NA,1
"18051","government","regulat",1,NA,NA,NA,1
"18052","demonic","degenerates",1,NA,NA,NA,1
"18053","full","armour",1,NA,NA,NA,1
"18054","plant","insect",1,NA,NA,NA,1
"18055","wonderful","fertiliser",1,NA,NA,NA,1
"18056","beneficial","food",1,NA,NA,NA,1
"18057","many","moth",1,NA,NA,NA,1
"18058","great","ingredient",1,NA,NA,NA,1
"18059","vital","nutrient",1,NA,NA,NA,1
"18060","rich","powder",1,NA,NA,NA,1
"18061","nettle","leave",1,NA,NA,NA,1
"18062","great","indicator",1,NA,NA,NA,1
"18063","indicator","plant",1,NA,NA,NA,1
"18064","rich","fertile",1,NA,NA,NA,1
"18065","fertile","soil",1,NA,NA,NA,1
"18066","several","different",1,NA,NA,NA,1
"18067","different","mainstream",1,NA,NA,NA,1
"18068","media","source",1,NA,NA,NA,1
"18069","Future","food",1,NA,NA,NA,1
"18070","International","researcher",1,NA,NA,NA,1
"18071","Insect","meal",1,NA,NA,NA,1
"18072","microbial","protein",1,NA,NA,NA,1
"18073","horse","drink",1,NA,NA,NA,1
"18074","eat","fruit",1,NA,NA,NA,1
"18075","tree","dug",1,NA,NA,NA,1
"18076","golden","grains",1,NA,NA,NA,1
"18077","more","greens",1,NA,NA,NA,1
"18078","stronger","leg",1,NA,NA,NA,1
"18079","resilient","heart",1,NA,NA,NA,1
"18080","daily","diet",1,NA,NA,NA,1
"18081","protein","shake",1,NA,NA,NA,1
"18082","cow","milk",1,NA,NA,NA,1
"18083","cell","culture",1,NA,NA,NA,1
"18084","green","alga",1,NA,NA,NA,1
"18085","dinner","burrito",1,NA,NA,NA,1
"18086","fungal","protein",1,NA,NA,NA,1
"18087","plastic","beef",1,NA,NA,NA,1
"18088","plastic","food",1,NA,NA,NA,1
"18089","safety","police",1,NA,NA,NA,1
"18090","ask.for.an","airtax",1,NA,NA,NA,1
"18091","lemongrass","leave",1,NA,NA,NA,1
"18092","potent","organic",1,NA,NA,NA,1
"18093","organic","insect",1,NA,NA,NA,1
"18094","flavore","formulation",1,NA,NA,NA,1
"18095","red","cell",1,NA,NA,NA,1
"18096","cell","responsible",1,NA,NA,NA,1
"18097","diabetic","patient",1,NA,NA,NA,1
"18098","regular","intake",1,NA,NA,NA,1
"18099","warm","Lemongrass",1,NA,NA,NA,1
"18100","Lemongrass","tea",1,NA,NA,NA,1
"18101","acid","indigestion",1,NA,NA,NA,1
"18102","cholesterol","absorption",1,NA,NA,NA,1
"18103","atherosclerotic","plaque",1,NA,NA,NA,1
"18104","counter","chemical",1,NA,NA,NA,1
"18105","chemical","imbalance",1,NA,NA,NA,1
"18106","main","reason",1,NA,NA,NA,1
"18107","detoxification","process",1,NA,NA,NA,1
"18108","diuretic","effect",1,NA,NA,NA,1
"18109","quick","elimination",1,NA,NA,NA,1
"18110","high","volume",1,NA,NA,NA,1
"18111","skin","Care",1,NA,NA,NA,1
"18112","blood","purification",1,NA,NA,NA,1
"18113","oily","skin",1,NA,NA,NA,1
"18114","excessive","sweating",1,NA,NA,NA,1
"18115","bad","body",1,NA,NA,NA,1
"18116","abundant","source",1,NA,NA,NA,1
"18117","minute","trace",1,NA,NA,NA,1
"18118","👉Avoid","lemongrass",1,NA,NA,NA,1
"18119","other","essential",1,NA,NA,NA,1
"18120","allergic","contact",1,NA,NA,NA,1
"18121","contact","skin",1,NA,NA,NA,1
"18122","skin","reaction",1,NA,NA,NA,1
"18123","slight","increase",1,NA,NA,NA,1
"18124","liver","function",1,NA,NA,NA,1
"18125","function","test",1,NA,NA,NA,1
"18126","pancreatic","test",1,NA,NA,NA,1
"18127","certain","chemical",1,NA,NA,NA,1
"18128","decrease","birth",1,NA,NA,NA,1
"18129","birth","weight",1,NA,NA,NA,1
"18130","perinatal","mortality",1,NA,NA,NA,1
"18131","large","insect",1,NA,NA,NA,1
"18132","unusual","insect",1,NA,NA,NA,1
"18133","poultry","meal",1,NA,NA,NA,1
"18134","quality","egg",1,NA,NA,NA,1
"18135","double","electric",1,NA,NA,NA,1
"18136","american","investment",1,NA,NA,NA,1
"18137","investment","banker",1,NA,NA,NA,1
"18138","former","public",1,NA,NA,NA,1
"18139","genetic","Engineers",1,NA,NA,NA,1
"18140","physiological","process",1,NA,NA,NA,1
"18141","interference","technology",1,NA,NA,NA,1
"18142","corn","crop",1,NA,NA,NA,1
"18143","RNA","fragment",1,NA,NA,NA,1
"18144","specific","race",1,NA,NA,NA,1
"18145","system","disorder",1,NA,NA,NA,1
"18146","various","small",1,NA,NA,NA,1
"18147","laboratory","process",1,NA,NA,NA,1
"18148","Non-gmo","Shopping",1,NA,NA,NA,1
"18149","Shopping","guide",1,NA,NA,NA,1
"18150","comprehensive","list",1,NA,NA,NA,1
"18151","2.Give","financial",1,NA,NA,NA,1
"18152","financial","advice",1,NA,NA,NA,1
"18153","harmful","synthetic",1,NA,NA,NA,1
"18154","synthetic","chemical",1,NA,NA,NA,1
"18155","best","companion",1,NA,NA,NA,1
"18156","companion","Plants",1,NA,NA,NA,1
"18157","strong","antiseptic",1,NA,NA,NA,1
"18158","antiseptic","aroma",1,NA,NA,NA,1
"18159","most","insect",1,NA,NA,NA,1
"18160","tastier","tomatoe",1,NA,NA,NA,1
"18161","Borage","repel",1,NA,NA,NA,1
"18162","cabbage","worm",1,NA,NA,NA,1
"18163","beneficial","be",1,NA,NA,NA,1
"18164","trace","element",1,NA,NA,NA,1
"18165","Borage","flower",1,NA,NA,NA,1
"18166","flea","beetle",1,NA,NA,NA,1
"18167","great","plant",1,NA,NA,NA,1
"18168","rust","fly",1,NA,NA,NA,1
"18169","apple","trees",1,NA,NA,NA,1
"18170","daisy","kill",1,NA,NA,NA,1
"18171","kill","root",1,NA,NA,NA,1
"18172","root","nematode",1,NA,NA,NA,1
"18173","flower","border",1,NA,NA,NA,1
"18174","fresh","arrangement",1,NA,NA,NA,1
"18175","onion","variety",1,NA,NA,NA,1
"18176","cool","season",1,NA,NA,NA,1
"18177","predatory","wasp",1,NA,NA,NA,1
"18178","swallowtail","butterfly",1,NA,NA,NA,1
"18179","butterfly","caterpillar",1,NA,NA,NA,1
"18180","destructive","insect",1,NA,NA,NA,1
"18181","squash","plant",1,NA,NA,NA,1
"18182","Repel","aphid",1,NA,NA,NA,1
"18183","great","taste",1,NA,NA,NA,1
"18184","rose","repel",1,NA,NA,NA,1
"18185","repel","aphid",1,NA,NA,NA,1
"18186","root","maggot",1,NA,NA,NA,1
"18187","carret","root",1,NA,NA,NA,1
"18188","alongside","onions",1,NA,NA,NA,1
"18189","deter","mole",1,NA,NA,NA,1
"18190","beneficial","insects",1,NA,NA,NA,1
"18191","french","marigold",1,NA,NA,NA,1
"18192","bad","nematode",1,NA,NA,NA,1
"18193","mexican","marigold",1,NA,NA,NA,1
"18194","destructive","insects",1,NA,NA,NA,1
"18195","wild","rabbit",1,NA,NA,NA,1
"18196","good","repellant",1,NA,NA,NA,1
"18197","many","bad",1,NA,NA,NA,1
"18198","bad","bug",1,NA,NA,NA,1
"18199","wooly","aphid",1,NA,NA,NA,1
"18200","white","fly",1,NA,NA,NA,1
"18201","Squash","bug",1,NA,NA,NA,1
"18202","Cucumber","beetle",1,NA,NA,NA,1
"18203","yellow","blooming",1,NA,NA,NA,1
"18204","blooming","varietie",1,NA,NA,NA,1
"18205","asparagus","beetle",1,NA,NA,NA,1
"18206","leaf","hopper",1,NA,NA,NA,1
"18207","good","many",1,NA,NA,NA,1
"18208","Deters","cabbage",1,NA,NA,NA,1
"18209","third","country",1,NA,NA,NA,1
"18210","official","document",1,NA,NA,NA,1
"18211","blood","serum",1,NA,NA,NA,1
"18212","Ukrainian","citizen",1,NA,NA,NA,1
"18213","reference","laboratory",1,NA,NA,NA,1
"18214","unlimited","quantity",1,NA,NA,NA,1
"18215","infectious","material",1,NA,NA,NA,1
"18216","Ukrainian","specialist",1,NA,NA,NA,1
"18217","real","idea",1,NA,NA,NA,1
"18218","true","purpose",1,NA,NA,NA,1
"18219","significant","disease",1,NA,NA,NA,1
"18220","agricultural","industry",1,NA,NA,NA,1
"18221","FLU-FLYWAY","project",1,NA,NA,NA,1
"18222","wild","bird",1,NA,NA,NA,1
"18223","spread","processis",1,NA,NA,NA,1
"18224","economic","damage",1,NA,NA,NA,1
"18225","influenza","virus",1,NA,NA,NA,1
"18226","virus","strains",1,NA,NA,NA,1
"18227","high","epidemic",1,NA,NA,NA,1
"18228","epidemic","potential",1,NA,NA,NA,1
"18229","interspecific","barrier",1,NA,NA,NA,1
"18230","international","investigation",1,NA,NA,NA,1
"18231","liquidation","measure",1,NA,NA,NA,1
"18232","veterinary","medicine",1,NA,NA,NA,1
"18233","biological","waste",1,NA,NA,NA,1
"18234","western","border",1,NA,NA,NA,1
"18235","subsequent","legal",1,NA,NA,NA,1
"18236","legal","assessament",1,NA,NA,NA,1
"18237","emergency","destruction",1,NA,NA,NA,1
"18238","biological","laboratory",1,NA,NA,NA,1
"18239","local","healthcare",1,NA,NA,NA,1
"18240","healthcare","institution",1,NA,NA,NA,1
"18241","epidemiological","investigation",1,NA,NA,NA,1
"18242","medical","documentation",1,NA,NA,NA,1
"18243","such","documentary",1,NA,NA,NA,1
"18244","russian","specialist",1,NA,NA,NA,1
"18245","corporate","press",1,NA,NA,NA,1
"18246","other","bad",1,NA,NA,NA,1
"18247","guy","de",1,NA,NA,NA,1
"18248","de","rigueur",1,NA,NA,NA,1
"18249","bareshelvesbiden","trend",1,NA,NA,NA,1
"18250","more","widespread",1,NA,NA,NA,1
"18251","new","great",1,NA,NA,NA,1
"18252","Reset","paradigm",1,NA,NA,NA,1
"18253","ultra-processed","plant",1,NA,NA,NA,1
"18254","protein","food",1,NA,NA,NA,1
"18255","food","substitute",1,NA,NA,NA,1
"18256","scintillating","discussion",1,NA,NA,NA,1
"18257","party","thank",1,NA,NA,NA,1
"18258","valuable","role",1,NA,NA,NA,1
"18259","small","insect",1,NA,NA,NA,1
"18260","underground","network",1,NA,NA,NA,1
"18261","tree","root",1,NA,NA,NA,1
"18262","sharing.🦋","#tree",1,NA,NA,NA,1
"18263","nature","🆘JOIN➡️",1,NA,NA,NA,1
"18264","lumpy","skin",1,NA,NA,NA,1
"18265","affect","human",1,NA,NA,NA,1
"18266","diseased","animal",1,NA,NA,NA,1
"18267","viral","disease",1,NA,NA,NA,1
"18268","heConspiracyHole","nature",1,NA,NA,NA,1
