"","topic","detected_language","NER_text","n"
"2428","insect","en","Vater",1
"2429","insect","en","Verzehr von Insekten",1
"2430","insect","en","Victoria Male",1
"2431","insect","en","Vielzahl von Lebensmitteln",1
"2432","insect","en","View Link Feed\n\nVisor Buddy",1
"2433","insect","en","Vinegar",1
"2434","insect","en","Virginia Stoner",1
"2435","insect","en","Visa Vista Print",1
"2436","insect","en","Vystrcil",1
"2437","insect","en","WHAAAAAT",1
"2438","insect","en","Wahidullah Hashimi",1
"2439","insect","en","Wahlen akzeptieren",1
"2440","insect","en","Wahrheit",1
"2441","insect","en","Warwick",1
"2442","insect","en","Watchers",1
"2443","insect","en","Welt",1
"2444","insect","en","White Rabbit",1
"2445","insect","en","Wifi",1
"2446","insect","en","Willenhall",1
"2447","insect","en","Without Meaning",1
"2448","insect","en","Wolverhampton - Bantock Park",1
"2449","insect","en","Wolverhampton - Northwood Park",1
"2450","insect","en","Wolverhampton - West Park",1
"2451","insect","en","Worcestershire - Abbey Park",1
"2452","insect","en","Worcestershire - Ghulevelt Park",1
"2453","insect","en","Worcestershire - Priory Park",1
"2454","insect","en","Worcestershire - Sanders Park",1
"2455","insect","en","Worksop",1
"2456","insect","en","Written",1
"2457","insect","en","Xmas",1
"2458","insect","en","Yi Zhang",1
"2459","insect","en","YoCrunch Yoplait YuTube York",1
"2460","insect","en","Yogurt",1
"2461","insect","en","Yum Bug",1
"2462","insect","en","Yuvala Noaha",1
"2463","insect","en","Zales Zappos",1
"2464","insect","en","Ze Bug",1
"2465","insect","en","Zeee",1
"2466","insect","en","Zerst\xf6rung von Familien und",1
"2467","insect","en","Zet de volgende spuit",1
"2468","insect","en","Zika",1
"2469","insect","en","Zillow Ziploc",1
"2470","insect","en","Zo\xeb Harcombe",1
"2471","insect","en","\U0001f1ee\U0001f1f9Italian",1
"2472","insect","en","\U0001f1ee\U0001f1f9\n",1
"2473","insect","en","\U0001f1fa",1
"2474","insect","en","\U0001f1ff",1
"2475","insect","en","\U0001f353",1
"2476","insect","en","\U0001f3c1\U0001f1ee",1
"2477","insect","en","\U0001f3fb\n\n",1
"2478","insect","en","\U0001f41e\U0001f41e",1
"2479","insect","en","\U0001f480  ",1
"2480","insect","en","\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\U0001f4a9\n",1
"2481","insect","en","\U0001f4f8 https://www.instagram.com/p/CNs5gddgMKk/\n\n\U0001f50d",1
"2482","insect","en","\U0001f5dd BetterWayConference.org",1
"2483","insect","en","\U0001f609\n\U0001f331",1
"2484","insect","en","\U0001f615",1
"2485","insect","en","\U0001f62f",1
"2486","insect","en","\U0001f914",1
"2487","insect","en","\U0001f92a                                                                   ",1
"2488","insect","en","\U0001f92a\n",1
"2489","insect","en","\U0001f9ec Perhaps",1
"2490","insect","en","\u0412 \u0410\u0440\u0433\u0435\u043d\u0442\u0438\u043d\u0435",1
"2491","insect","en","\u041f\u043e\u0432\u0435\u0441\u0442\u043a\u0430 \u0428\u0432\u0430\u0431\u0440\u0430",1
"2492","insect","en","\u043e\u0447\u0435\u043d\u044c \u0445\u043e\u0442\u044f\u0442",1
"2493","insect","en","\u0447\u0435\u0440\u0432\u0435\u0439 \u0432 \u0440\u0430\u043c\u043a\u0430\u0445 \u043f\u0440\u043e\u0435\u043a\u0442\u0430",1
"2494","insect","en","\u26ab\ufe0f Eat",1
"2495","insect","en","\u2728",1
"2496","insect","en","\ufe0f",1
"2497","insect","en","\ufe0f Click",1
"2498","insect","en","\ufe0f \U0001f319",1
"2499","insect","en","\ufe0fKamala Harris",1
"2500","insect","en","a Maple Ridge",1
"2501","insect","en","ai bambini verr\xe0",1
"2502","insect","en","al dente - al",1
"2503","insect","en","annually](https://www.osu.edu",1
"2504","insect","en","anti-EU",1
"2505","insect","en","beteiligt waren",1
"2506","insect","en","bush",1
"2507","insect","en","darauf",1
"2508","insect","en","delle menti",1
"2509","insect","en","den Auftrag",1
"2510","insect","en","devez trembler de froid",1
"2511","insect","en","diarrhea",1
"2512","insect","en","donne inventate",1
"2513","insect","en","fava bean",1
"2514","insect","en","hanno il",1
"2515","insect","en","https",1
"2516","insect","en","https://dq271.isrefer.com/go/AultHome/AUL651/",1
"2517","insect","en","https://edition.cnn.com/2019/10/04/health/insect-rodent-filth-in-food-wellness/index.html",1
"2518","insect","en","https://rumble.com/v1o405s-fitton-new-foia-requests-reveal-the-gates-foundation-assisted-the-ccp-in-it.html",1
"2519","insect","en","https://rumble.com/v1o5tzx-netherlands-starts-feeding-children-bugs.html",1
"2520","insect","en","https://rumble.com/v260hqs-bbc-sells-and-promotes-insect-eating-on-tv-like-its-not-gross-but-fun.html",1
"2521","insect","en","https://t.co/kIaP4XXCEi https://twitter.com/EcommunistForum/status/1390026397226180610?s=20",1
"2522","insect","en","https://thenationalpulse.com/2022/09/18/leftwing-disinformation-group-spreads-disinformation-on-tiktok/",1
"2523","insect","en","https://url.americanpatriotsforum.com/TxNlhb\n\n-\n\n",1
"2524","insect","en","https://web.archive.org/web/20120211034737/http://dataasylum.com/mindcontrol-chemtrails-summary.html",1
"2525","insect","en","https://www.conservativewoman.co.uk/the-elite-are-building-megalopolis-where-the-plebs-will-eat-insects/",1
"2526","insect","en","https://www.drovers.com/news/beef-production/grasshoppers-finish-north-dakota-crops-pastures-already-plagued-drought",1
"2527","insect","en","https://www.independent.ie/business/world/eu-clears-producers-to-add-crickets-to-foods-including-pasta-and-cereals-41337280.html",1
"2528","insect","en","https://www.independent.ie/news/environment/ireland-blows-its-budget-for-emissions-on-dairy-cows-and-burning-coal-41856522.html",1
"2529","insect","en","https://www.merkur.de/wirtschaft/katar-verbietet-beimisch-von-insekten-in-lebensmittel-92067182.html",1
"2530","insect","en","https://www.tagesschau.de/investigativ/ndr-wdr/parteispender-tafeln-restaurant-101.html",1
"2531","insect","en","https://www.theepochtimes.com/dutch-dairy-farmer-faces-having-to-cull-95-percent-of-his-cows_4596335.html",1
"2532","insect","en","https://www.trunews.com/blog-detail/biblical-insect-swarms-spur-oregon-push-to-fight-pests",1
"2533","insect","en","https://xpatloop.com/channels/2023/02/new-rules-for-insect-based-foods-in-hungary.html",1
"2534","insect","en","il rapporto chiarisce che",1
"2535","insect","en","inclusi nei",1
"2536","insect","en","iris",1
"2537","insect","en","james bevan",1
"2538","insect","en","justin trudeau",1
"2539","insect","en","kein Insektenpulver",1
"2540","insect","en","kwaad van de wereld",1
"2541","insect","en","la plan\xe8te",1
"2542","insect","en","larva \U0001f92e\n",1
"2543","insect","en","libera",1
"2544","insect","en","looney",1
"2545","insect","en","maize",1
"2546","insect","en","mosquito",1
"2547","insect","en","mouse",1
"2548","insect","en","ne smeta",1
"2549","insect","en","nu te zien op",1
"2550","insect","en","nun versuchen",1
"2551","insect","en","patsy",1
"2552","insect","en","rapporto afferma che",1
"2553","insect","en","serfs",1
"2554","insect","en","simple nano",1
"2555","insect","en","slender loris",1
"2556","insect","en","strawberry - rice",1
"2557","insect","en","t.me/vivoterra_en",1
"2558","insect","en","ve\u010dito jeli",1
"2559","insect","en","von Drea Humphrey",1
"2560","insect","en","zij de mensen",1
"2561","insect","en","| G[ab](https://gab.com/JustDudeChannel",1
"2562","insect","nl","#letfoodbethymedicine",1
"2563","insect","nl","%",1
"2564","insect","nl","-MMR II",1
"2565","insect","nl","?Hopelijk",1
"2566","insect","nl","?\n\n",1
"2567","insect","nl","Abdullah",1
"2568","insect","nl","Ach",1
"2569","insect","nl","Adrian Monck",1
"2570","insect","nl","Alaska",1
"2571","insect","nl","Algemene pasta- en weipoederproducten\n",1
"2572","insect","nl","Alphitobius",1
"2573","insect","nl","Alphons Muurlink",1
"2574","insect","nl","Alsof",1
"2575","insect","nl","American Media Group",1
"2576","insect","nl","Amerikanen",1
"2577","insect","nl","Ans",1
"2578","insect","nl","Antonio Taguba",1
"2579","insect","nl","Apparently the",1
"2580","insect","nl","Aquafina",1
"2581","insect","nl","Aquafina water\n",1
"2582","insect","nl","B. Het",1
"2583","insect","nl","BEN BENIEUWD",1
"2584","insect","nl","Bakkers",1
"2585","insect","nl","Benader",1
"2586","insect","nl","Billy geits",1
"2587","insect","nl","Brighteon",1
"2588","insect","nl","Bristol",1
"2589","insect","nl","Bruls",1
"2590","insect","nl","Burger",1
"2591","insect","nl","C. Rouget",1
"2592","insect","nl","C. h.it.ine",1
"2593","insect","nl","CO2 paspoorten",1
"2594","insect","nl","Cabal",1
"2595","insect","nl","Carlo Vigano",1
"2596","insect","nl","Catherine Cullen",1
"2597","insect","nl","Chitosan",1
"2598","insect","nl","Chitosan van 140",1
"2599","insect","nl","Chocopasta\n",1
"2600","insect","nl","Christianne van der Wal",1
"2601","insect","nl","Co2",1
"2602","insect","nl","Common",1
"2603","insect","nl","Covid Pfizer Vanguard",1
"2604","insect","nl","Covid Vanguard",1
"2605","insect","nl","Creutzfeldt-Jakob",1
"2606","insect","nl","DTG",1
"2607","insect","nl","Daniel Deweduwen",1
"2608","insect","nl","De Tristatecity",1
"2609","insect","nl","Debiel",1
"2610","insect","nl","Dentyne\n",1
"2611","insect","nl","Dingen",1
"2612","insect","nl","Directed Energy",1
"2613","insect","nl","Droge premixen voor bakkerijproducten\n",1
"2614","insect","nl","Eli Crane",1
"2615","insect","nl","Eva",1
"2616","insect","nl","Evenzo",1
"2617","insect","nl","Facebook\n",1
"2618","insect","nl","Fam Warburg",1
"2619","insect","nl","Farm Solutions",1
"2620","insect","nl","Fiesta Miranda-dranken\n",1
"2621","insect","nl","Flyert",1
"2622","insect","nl","Follow",1
"2623","insect","nl","Food Innovation",1
"2624","insect","nl","Ford Edsel",1
"2625","insect","nl","Frappuccino-dranken\n",1
"2626","insect","nl","Freshen Up",1
"2627","insect","nl","Frontnieuws\nhttps://www.frontnieuws.com/eu-fabrikanten-hoeven-niet-aan-te-geven-dat-voedsel-insecten-bevat/",1
"2628","insect","nl","Fysiek Goud",1
"2629","insect","nl","GA MET",1
"2630","insect","nl","GOUD",1
"2631","insect","nl","Gebruik contant",1
"2632","insect","nl","Geloof",1
"2633","insect","nl","Gladde",1
"2634","insect","nl","Glaxo SmithKline",1
"2635","insect","nl","God and I believe that",1
"2636","insect","nl","God wins",1
"2637","insect","nl","Google Meta",1
"2638","insect","nl","Goud Certificaten",1
"2639","insect","nl","Greentech Fund",1
"2640","insect","nl","Groenslinks",1
"2641","insect","nl","Henk Staghouwer",1
"2642","insect","nl","Houwelingen",1
"2643","insect","nl","Hugo de Jonge",1
"2644","insect","nl","Jets",1
"2645","insect","nl","Jeuk",1
"2646","insect","nl","John Podesta",1
"2647","insect","nl","Josef Mengelen",1
"2648","insect","nl","Juan O",1
"2649","insect","nl","Just",1
"2650","insect","nl","Justin Trudeau",1
"2651","insect","nl","Juvin",1
"2652","insect","nl","Karel",1
"2653","insect","nl","Klaus",1
"2654","insect","nl","Koe",1
"2655","insect","nl","Koekjes\n",1
"2656","insect","nl","Koekjes\n\n",1
"2657","insect","nl","Kombunation Co.",1
"2658","insect","nl","Laurenz Rockenfellor",1
"2659","insect","nl","Leef",1
"2660","insect","nl","Leningen",1
"2661","insect","nl","Leo Taylor van Yum Bug",1
"2662","insect","nl","Levert",1
"2663","insect","nl","Lieven",1
"2664","insect","nl","Listeria monocytogen](https://nl.wikipedia.org/wiki/Listeria_monocytogenes",1
"2665","insect","nl","Lumiere\n-Bio",1
"2666","insect","nl","MC Donalds",1
"2667","insect","nl","Make Vanguard",1
"2668","insect","nl","Mania\n",1
"2669","insect","nl","Marie Antoinette",1
"2670","insect","nl","Maynards Wijngom\n",1
"2671","insect","nl","Mc Donald",1
"2672","insect","nl","McDonalds",1
"2673","insect","nl","Meergranenbrood\n\n",1
"2674","insect","nl","Meergranenbrood\n\xa0\xa0\xa0\xa0\xa0\xa0\n \n\xa0\xa0\xa0\xa0\xa0\xa0\n\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0",1
"2675","insect","nl","Meergranenbroodjes\n",1
"2676","insect","nl","Mei 24",1
"2677","insect","nl","Mens",1
"2678","insect","nl","Miguel Calderon",1
"2679","insect","nl","Mini",1
"2680","insect","nl","Mountain Dew",1
"2681","insect","nl","NC Dongen",1
"2682","insect","nl","NL.\n\n",1
"2683","insect","nl","Nazi Conference",1
"2684","insect","nl","Nazi Koning",1
"2685","insect","nl","Nestl\xe9",1
"2686","insect","nl","Noorse",1
"2687","insect","nl","Ocean Spray",1
"2688","insect","nl","Openbare Indoctrinatiecentra",1
"2689","insect","nl","Orwelliaans",1
"2690","insect","nl","Papa Klaus",1
"2691","insect","nl","Parkinsons Altheimers",1
"2692","insect","nl","Paul Eaton",1
"2693","insect","nl","Paul Warburg",1
"2694","insect","nl","Pepijn van Houwelingen",1
"2695","insect","nl","Persbureau Reuters",1
"2696","insect","nl","Poetin",1
"2697","insect","nl","Pond",1
"2698","insect","nl","Post-Covid",1
"2699","insect","nl","President Biden",1
"2700","insect","nl","Prins Bernard",1
"2701","insect","nl","Private Jets",1
"2702","insect","nl","Putin",1
"2703","insect","nl","Qatar",1
"2704","insect","nl","Rabo",1
"2705","insect","nl","Reiner Fuellmich",1
"2706","insect","nl","Ricky Lin",1
"2707","insect","nl","Rothschild Schwab",1
"2708","insect","nl","Rus",1
"2709","insect","nl","Ruw",1
"2710","insect","nl","Sauzen\n\n",1
"2711","insect","nl","Savin",1
"2712","insect","nl","Schali Vanguard",1
"2713","insect","nl","Schali gas",1
"2714","insect","nl","Shell gas, Vanguard",1
"2715","insect","nl","Sierra Mist",1
"2716","insect","nl","Simon Goddek",1
"2717","insect","nl","Singapore",1
"2718","insect","nl","Sneu",1
"2719","insect","nl","Soumya Swaminathan",1
"2720","insect","nl","Sri Lanka",1
"2721","insect","nl","Steven Anderson",1
"2722","insect","nl","Stride\n",1
"2723","insect","nl","Sune",1
"2724","insect","nl","Surrender",1
"2725","insect","nl","Sylvana Simons",1
"2726","insect","nl","Technocracy",1
"2727","insect","nl","Telkens",1
"2728","insect","nl","Therefore",1
"2729","insect","nl","Thomas",1
"2730","insect","nl","Trap",1
"2731","insect","nl","Trek",1
"2732","insect","nl","Tristatecity",1
"2733","insect","nl","Trump\n",1
"2734","insect","nl","Ursula",1
"2735","insect","nl","Van der Wal",1
"2736","insect","nl","Van der Wal vorig jaar",1
"2737","insect","nl","Vega rommel",1
"2738","insect","nl","Vervolg",1
"2739","insect","nl","Voedselbank Maastricht",1
"2740","insect","nl","Warme",1
"2741","insect","nl","Wees",1
"2742","insect","nl","Welnu",1
"2743","insect","nl","Willem",1
"2744","insect","nl","Willem Alexander",1
"2745","insect","nl","Willem Alexander VANGUARD",1
"2746","insect","nl","You",1
"2747","insect","nl","Zelenski",1
"2748","insect","nl","Zonder CO2",1
"2749","insect","nl","Zonnepanelen Vanguard",1
"2750","insect","nl","[garnale](https://nl.wikipedia.org/wiki/Garnalen",1
"2751","insect","nl","[grampositiev](https://nl.wikipedia.org/wiki/Gramkleuring",1
"2752","insect","nl","[kaliloo](https://nl.wikipedia.org/wiki/Kaliumhydroxide",1
"2753","insect","nl","[schimmel](https://nl.wikipedia.org/wiki/Schimmels",1
"2754","insect","nl","\U0001d40a. \U0001d400",1
"2755","insect","nl","\U0001d40a. \U0001d400. \U0001d405.",1
"2756","insect","nl","\U0001f33c\U0001f49b",1
"2757","insect","nl","\U0001f3fb Ga",1
"2758","insect","nl","\U0001f3fb Verminder",1
"2759","insect","nl","\U0001f4aa \nAlleen Vanguard",1
"2760","insect","nl","\U0001f4b9 @vrijmoedigCrypto",1
"2761","insect","nl","\U0001f92e\U0001f92e",1
"2762","insect","nl","\U0001f92e\n\n Insecten",1
"2763","insect","nl","\U0001f982\U0001f99f",1
"2764","insect","nl","\U0001f99f",1
"2765","insect","nl","\u2018Overbevolkt",1
"2766","insect","nl","\u203c\ufe0fNU",1
"2767","insect","nl","beetle",1
"2768","insect","nl","ben",1
"2769","insect","nl","ben je voor mij geen vegetari\xebr",1
"2770","insect","nl","binnenin",1
"2771","insect","nl","dat.\n\n",1
"2772","insect","nl","drank\n ",1
"2773","insect","nl","enorme stress",1
"2774","insect","nl","food hubs",1
"2775","insect","nl","galzuren[2]",1
"2776","insect","nl","gewoon proberen",1
"2777","insect","nl","gewoon\u2026",1
"2778","insect","nl","gezondheidsrisico\u2019s",1
"2779","insect","nl","gonna happen",1
"2780","insect","nl","groet\nDani\xebl",1
"2781","insect","nl","have plenty",1
"2782","insect","nl","hevige menstruatiebloedingen",1
"2783","insect","nl","https://protix.eu/press_and_media/wef-eating-insects/\n\nProtix",1
"2784","insect","nl","https://www.volkskrant.nl/nieuws-achtergrond/oud-gevangenisdirecteur-coronamisstanden-in-gevangenissen-gedetineerden-worden-monddood-gemaakt~bf0c7938/",1
"2785","insect","nl","innovations",1
"2786","insect","nl","it. \n\nWatch!",1
"2787","insect","nl","join us",1
"2788","insect","nl","jullie mensen",1
"2789","insect","nl","koekjes\n\xa0\xa0\xa0\xa0\xa0\xa0\n \n\xa0\xa0\xa0\xa0\xa0\xa0\n\n\xa0\xa0\xa0\xa0\xa0\xa0\xa0",1
"2790","insect","nl","koning Shell",1
"2791","insect","nl","koning Willy de onnozele",1
"2792","insect","nl","krekel-en",1
"2793","insect","nl","pasta\n\n",1
"2794","insect","nl","rammen\u2026",1
"2795","insect","nl","revolted by bugs",1
"2796","insect","nl","schone lucht",1
"2797","insect","nl","urine",1
"2798","insect","nl","verbetert de bodem",1
"2799","insect","nl","vergif\n\n",1
"2800","insect","nl","von der Leyen",1
"2801","ulez","en","-bennett-rcna69184)[](https://www.biometricupdate.com/202302",1
"2802","ulez","en","05/20/20",1
"2803","ulez","en","@PeoplePowerAus",1
"2804","ulez","en","AI Human",1
"2805","ulez","en","ALTRETTANTO CRIMINALI",1
"2806","ulez","en","AVETE",1
"2807","ulez","en","Abbey Wood",1
"2808","ulez","en","Abdul",1
"2809","ulez","en","Absolute Zero",1
"2810","ulez","en","Adam Corolla/D. Prag](https://t.me/followsthewhiterabbit/2584",1
"2811","ulez","en","Adam Soos",1
"2812","ulez","en","Adam Weishaupt",1
"2813","ulez","en","Adrian Monck",1
"2814","ulez","en","Agenda",1
"2815","ulez","en","Agenda \n- UN",1
"2816","ulez","en","Agenda\n\nBrian Gamble=",1
"2817","ulez","en","Al Gore",1
"2818","ulez","en","Alex Dizengof",1
"2819","ulez","en","Alexander",1
"2820","ulez","en","Alia Hayel Aboutiyah al-Huwaiti",1
"2821","ulez","en","Alison",1
"2822","ulez","en","Alison McDowell",1
"2823","ulez","en","Altenkirchen Fu\xdfg\xe4ngerzone",1
"2824","ulez","en","Althusser",1
"2825","ulez","en","Aman Jabbi\nFollow",1
"2826","ulez","en","Aman Jabbi\nhttps://rumble.com/v1wkqho-the-final-lockdown-street-lights-that-kill-in-smart-cities-cbdc-digital-id-.html",1
"2827","ulez","en","Amman Jabbi",1
"2828","ulez","en","Andrew Bud",1
"2829","ulez","en","Andrew Cuomo",1
"2830","ulez","en","Andrew Kerr",1
"2831","ulez","en","Andrey Bezrukov",1
"2832","ulez","en","Andrija Klari\u0107",1
"2833","ulez","en","Angela",1
"2834","ulez","en","Angela Fiddes",1
"2835","ulez","en","Anna Pale",1
"2836","ulez","en","Anna Pale-Of-Shit",1
"2837","ulez","en","Anna Redfern",1
"2838","ulez","en","Ant\xf3nio Guterres",1
"2839","ulez","en","Anthony Webber",1
"2840","ulez","en","Antonio Guterres",1
"2841","ulez","en","Anu Mantsinen\n",1
"2842","ulez","en","Arrokoth",1
"2843","ulez","en","Ashala Yardley",1
"2844","ulez","en","Aurora",1
"2845","ulez","en","Aus",1
"2846","ulez","en","Aussies",1
"2847","ulez","en","Australian Silver",1
"2848","ulez","en","B\xe9ju Dudali",1
"2849","ulez","en","B\xf8rge Brende",1
"2850","ulez","en","Back Babylon - They Want T](https://t.me/Revelations_and_Rabbit_Holes/674",1
"2851","ulez","en","Ballindamm",1
"2852","ulez","en","Banks",1
"2853","ulez","en","Barak",1
"2854","ulez","en","Bas Oudenaarden\nArch",1
"2855","ulez","en","Basar Al-Assad",1
"2856","ulez","en","Bavinton",1
"2857","ulez","en","Bayreuth Flayer",1
"2858","ulez","en","Bcz",1
"2859","ulez","en","Believe Pro-DeSantis Propaganda",1
"2860","ulez","en","Belorussky",1
"2861","ulez","en","Bennett",1
"2862","ulez","en","Berlin Kreuzberg",1
"2863","ulez","en","Berzinski",1
"2864","ulez","en","BiII Gates",1
"2865","ulez","en","BilI Gates",1
"2866","ulez","en","Bild",1
"2867","ulez","en","Bilderberg",1
"2868","ulez","en","Bill",1
"2869","ulez","en","Bill Gates Interviews",1
"2870","ulez","en","Bill Gates Mini-Documentary",1
"2871","ulez","en","Bio Labs",1
"2872","ulez","en","Bio Matter",1
"2873","ulez","en","Bio Sph\xe4re - Nahrung",1
"2874","ulez","en","Bjarke Ingels",1
"2875","ulez","en","Blair Cottrell",1
"2876","ulez","en","Blogga",1
"2877","ulez","en","Break Ulez - Break",1
"2878","ulez","en","Brexit",1
"2879","ulez","en","Britons",1
"2880","ulez","en","Broadcaster Patrick Henningsen",1
"2881","ulez","en","Brockley Outreach",1
"2882","ulez","en","Bush NWO",1
"2883","ulez","en","Butcher",1
"2884","ulez","en","CAMERAS\u203c\ufe0f",1
"2885","ulez","en","CHINO SE",1
"2886","ulez","en","CLICK](https://awakenedgb.wordpress.com/2022/10/20",1
"2887","ulez","en","CON LA",1
"2888","ulez","en","CORY MORNINGSTAR REPORTS",1
"2889","ulez","en","Cab",1
"2890","ulez","en","Callum Smiles",1
"2891","ulez","en","Charles",1
"2892","ulez","en","Charles Street",1
"2893","ulez","en","Chelsea Clinton",1
"2894","ulez","en","Chernyshenko",1
"2895","ulez","en","Chip Roy",1
"2896","ulez","en","Chipotle",1
"2897","ulez","en","Christiaan Zandstra",1
"2898","ulez","en","Christian Video",1
"2899","ulez","en","Christine Anderson",1
"2900","ulez","en","Claudia Santos",1
"2901","ulez","en","Climate Lockdowns",1
"2902","ulez","en","Cloud Valley",1
"2903","ulez","en","Co. Antrim",1
"2904","ulez","en","CoG",1
"2905","ulez","en","Commie",1
"2906","ulez","en","Common Law",1
"2907","ulez","en","Complete Dependence",1
"2908","ulez","en","Conspiracy",1
"2909","ulez","en","Core",1
"2910","ulez","en","Corey",1
"2911","ulez","en","Cory Morningstar",1
"2912","ulez","en","Covid Jabs",1
"2913","ulez","en","Craig Kelly",1
"2914","ulez","en","Create Smart city\u2019s",1
"2915","ulez","en","Cromwell Statue",1
"2916","ulez","en","Croydon Constitutionalists",1
"2917","ulez","en","Crypto App",1
"2918","ulez","en","DEL",1
"2919","ulez","en","DREDD",1
"2920","ulez","en","Dachau",1
"2921","ulez","en","Dan Andrews",1
"2922","ulez","en","Dan Astin-Gregory",1
"2923","ulez","en","Daniel L. Doctoroff",1
"2924","ulez","en","Dark Geneses",1
"2925","ulez","en","Darren Bergwerf MY",1
"2926","ulez","en","David Avocado",1
"2927","ulez","en","David Clews",1
"2928","ulez","en","David Cole &",1
"2929","ulez","en","David Fleming",1
"2930","ulez","en","David Icke Valentine",1
"2931","ulez","en","David Oneegs",1
"2932","ulez","en","David Rockefeller\u2018s",1
"2933","ulez","en","Davis",1
"2934","ulez","en","Dawn Spragg",1
"2935","ulez","en","Debbie Hicks / Keep It Cash",1
"2936","ulez","en","Declas Bomb",1
"2937","ulez","en","Dee Why",1
"2938","ulez","en","Dee Why RSL",1
"2939","ulez","en","Delve",1
"2940","ulez","en","Denby Sheather",1
"2941","ulez","en","Deniliquin NSW",1
"2942","ulez","en","Der Managing Partner des",1
"2943","ulez","en","Dick Yardley",1
"2944","ulez","en","Diego Garcia",1
"2945","ulez","en","Digital I](https://t.me/TheGreatResetTimes/11188",1
"2946","ulez","en","Digital Prison - Presentation",1
"2947","ulez","en","Digs",1
"2948","ulez","en","Disgusting Sadiq Khan",1
"2949","ulez","en","Donald J. Trump",1
"2950","ulez","en","Donald Trump",1
"2951","ulez","en","Download",1
"2952","ulez","en","Dredd",1
"2953","ulez","en","Dubai Al-Maktoum Airport",1
"2954","ulez","en","Dus",1
"2955","ulez","en","Dutch Embassy",1
"2956","ulez","en","Edinburgh",1
"2957","ulez","en","Editions de l\u2019Observatoire",1
"2958","ulez","en","Edmonton",1
"2959","ulez","en","Edward Snowden](https://t.me/+K7oXCn3wasw0ZDZk",1
"2960","ulez","en","Ehud Barak",1
"2961","ulez","en","Eickedorfer Str.",1
"2962","ulez","en","Email Scandal",1
"2963","ulez","en","Eric Holthaus",1
"2964","ulez","en","Eric Schmidt",1
"2965","ulez","en","Eric Schmidt\u2019s",1
"2966","ulez","en","Euston",1
"2967","ulez","en","Evgeny Kovnir",1
"2968","ulez","en","Ezra Levant",1
"2969","ulez","en","FACIAL",1
"2970","ulez","en","F\xdcR DEUTSCHLAND",1
"2971","ulez","en","Fabianer Degeneration",1
"2972","ulez","en","Fabianer \n\nAlles",1
"2973","ulez","en","Fat Mike Enoch",1
"2974","ulez","en","Fidel Castro CFR",1
"2975","ulez","en","Flare Network",1
"2976","ulez","en","Fluvanna",1
"2977","ulez","en","Food Initiative",1
"2978","ulez","en","Forum",1
"2979","ulez","en","Fotios Katsaros",1
"2980","ulez","en","Fox SILENCES Pro-Trump Carlson",1
"2981","ulez","en","Francis Bacon",1
"2982","ulez","en","Frank Joshi",1
"2983","ulez","en","Frankston Melbourne",1
"2984","ulez","en","Frat Boy",1
"2985","ulez","en","Freemason",1
"2986","ulez","en","Full Doc",1
"2987","ulez","en","G Edward Griffin",1
"2988","ulez","en","GDPR",1
"2989","ulez","en","GRAZIE MILLE",1
"2990","ulez","en","Gabriel Bankman-Fried",1
"2991","ulez","en","Gabriele Mundula\nArch",1
"2992","ulez","en","Gary Clarke",1
"2993","ulez","en","Gavin Wax",1
"2994","ulez","en","Genetic Engnring",1
"2995","ulez","en","George Bush Lite",1
"2996","ulez","en","George Floyd",1
"2997","ulez","en","George H. W. Bush NWO",1
"2998","ulez","en","George Soros Smart Cities",1
"2999","ulez","en","George W Bush",1
"3000","ulez","en","Ghassan Jansiz\nProf.",1
"3001","ulez","en","Glen Beck",1
"3002","ulez","en","Glenn Beck",1
"3003","ulez","en","Gore",1
"3004","ulez","en","Governance Critera",1
"3005","ulez","en","Grant Eagles",1
"3006","ulez","en","Graphene Oxide,](https://t.me/followsthewhiterabbit/2572",1
"3007","ulez","en","Greta Thunberg",1
"3008","ulez","en","Grim",1
"3009","ulez","en","Grow Babies",1
"3010","ulez","en","Grow Babies\n\nhttps://www.theepochtimes.com/secret-smart-city-program-to-launch-in-netherlands-human-factory-farm-proposed-to-grow-babies_4919589.html",1
"3011","ulez","en","Gunzenhausen",1
"3012","ulez","en","Hans Jonas",1
"3013","ulez","en","Healthy bar",1
"3014","ulez","en","Heiko",1
"3015","ulez","en","Heiko Khoo",1
"3016","ulez","en","Hejazi",1
"3017","ulez","en","Henry Ford",1
"3018","ulez","en","Hill North Carolina",1
"3019","ulez","en","Hillary",1
"3020","ulez","en","Hillary Clinton",1
"3021","ulez","en","Horizon",1
"3022","ulez","en","Hotelier Jeremy Mogford",1
"3023","ulez","en","Howard Cox",1
"3024","ulez","en","Howard Lutnick",1
"3025","ulez","en","Human Habitat",1
"3026","ulez","en","Human Organ Tracking",1
"3027","ulez","en","Humanity Doc",1
"3028","ulez","en","Hunter",1
"3029","ulez","en","Huxley",1
"3030","ulez","en","Hydrogels",1
"3031","ulez","en","ITera Wand",1
"3032","ulez","en","Internment Camps",1
"3033","ulez","en","Jack Ma",1
"3034","ulez","en","James Delingpole",1
"3035","ulez","en","James Rink)](https://t.me/followsthewhiterabbit/10581",1
"3036","ulez","en","Jan Sufyan",1
